day,month,year,modern_site_code,historical_site_code,start_time,number,time_seg,HSF,notes,scientific_name,common_name,species_code,order,family
23,2,2021,ASFQ78,NA,8:16,3,1,H,,Alcippe poioicephala,Brown-cheeked Fulvetta,BCFU,Passeriformes,Leiothrichidae (Laughingthrushes and Allies)
23,2,2021,ASFQ78,NA,8:16,1,1,H,,Culicicapa ceylonensis,Gray-headed Canary-Flycatcher,GHCF,Passeriformes,Stenostiridae (Fairy Flycatchers)
23,2,2021,ASFQ78,NA,8:16,1,2,H,,Gallus sonneratii,Gray Junglefowl,GRJU,Galliformes,"Phasianidae (Pheasants, Grouse, and Allies)"
23,2,2021,ASFQ78,NA,8:16,1,1,H,,Phylloscopus trochiloides,Greenish Warbler,GRWA,Passeriformes,Phylloscopidae (Leaf Warblers)
23,2,2021,ASFQ78,NA,8:16,1,1,H,,Pomatorhinus horsfieldii,Indian Scimitar-Babbler,ISBA,Passeriformes,"Timaliidae (Tree-Babblers, Scimitar-Babblers, and Allies)"
23,2,2021,ASFQ78,NA,8:16,2,1,H,Point moved ~80m away,Eumyias albicaudatus,Nilgiri Flycatcher,NIFL,Passeriformes,Muscicapidae (Old World Flycatchers)
23,2,2021,ASFQ78,NA,8:16,1,3,S,,Eumyias albicaudatus,Nilgiri Flycatcher,NIFL,Passeriformes,Muscicapidae (Old World Flycatchers)
23,2,2021,ASFQ78,NA,8:16,4,1,H,,Dicaeum concolor,Nilgiri Flowerpecker,NIFP,Passeriformes,Dicaeidae (Flowerpeckers)
23,2,2021,ASFQ78,NA,8:16,1,1,H,,Columba elphinstonii,Nilgiri Wood-Pigeon,NWPI,Columbiformes,Columbidae (Pigeons and Doves)
23,2,2021,ASFQ78,NA,8:16,4,1,H/S,,Zosterops palpebrosus,Indian White Eye,IWEY,Passeriformes,Zosteropidae
23,2,2021,ASFQ78,NA,8:16,1,1,H,,Galloperdix spadicea,Red Spurfowl,RESP,Galliformes,"Phasianidae (Pheasants, Grouse, and Allies)"
23,2,2021,ASFQ78,NA,8:16,2,2,H,,Hypsipetes ganeesa,Square-tailed Bulbul,STBU,Passeriformes,Pycnonotidae (Bulbuls)
23,2,2021,ASFQ78,NA,8:16,1,1,H,,Psilopogon viridis,White-cheeked Barbet,WCBA,Piciformes,Megalaimidae (Asian Barbets)
23,2,2021,ASFQ78,NA,8:16,1,1,H,,Psilopogon viridis,White-cheeked Barbet,WCBA,Piciformes,Megalaimidae (Asian Barbets)
23,2,2021,ASFQ78,NA,8:16,2,1,H,,Iole indica,Yellow-browed Bulbul,YBBU,Passeriformes,Pycnonotidae (Bulbuls)
22,2,2021,ASFQ8,NA,9:06,1,2,H,,Dicrurus macrocercus,Black Drongo,BLDR,Passeriformes,Dicruridae (Drongos)
22,2,2021,ASFQ8,NA,9:06,2,1,H,,Leptocoma minima,Crimson-backed Sunbird,CBSU,Passeriformes,Nectariniidae (Sunbirds and Spiderhunters)
22,2,2021,ASFQ8,NA,9:06,1,2,H,,Chrysocolaptes guttacristatus,Greater Flameback,GRFL,Piciformes,Picidae (Woodpeckers)
22,2,2021,ASFQ8,NA,9:06,2,1,H,,Brachypodius priocephalus,Gray-Headed Bulbul,GHBU,Passeriformes,Pycnonotidae (Bulbuls)
22,2,2021,ASFQ8,NA,9:06,1,1,H,,Culicicapa ceylonensis,Gray-headed Canary-Flycatcher,GHCF,Passeriformes,Stenostiridae (Fairy Flycatchers)
22,2,2021,ASFQ8,NA,9:06,1,3,H,,Culicicapa ceylonensis,Gray-headed Canary-Flycatcher,GHCF,Passeriformes,Stenostiridae (Fairy Flycatchers)
22,2,2021,ASFQ8,NA,9:06,1,1,H,,Gallus sonneratii,Gray Junglefowl,GRJU,Galliformes,"Phasianidae (Pheasants, Grouse, and Allies)"
22,2,2021,ASFQ8,NA,9:06,1,2,H,,Gallus sonneratii,Gray Junglefowl,GRJU,Galliformes,"Phasianidae (Pheasants, Grouse, and Allies)"
22,2,2021,ASFQ8,NA,9:06,1,1,H,,Phylloscopus trochiloides,Greenish Warbler,GRWA,Passeriformes,Phylloscopidae (Leaf Warblers)
22,2,2021,ASFQ8,NA,9:06,1,1,S,,Oriolus kundoo,Indian Golden Oriole,IGOR,Passeriformes,Oriolidae (Old World Orioles)
22,2,2021,ASFQ8,NA,9:06,1,1,H,,Caprimulgus indicus,Jungle Nightjar,JUNI,Caprimulgiformes,Caprimulgidae (Nightjars and Allies)
22,2,2021,ASFQ8,NA,9:06,2,2,H,,Psittacula columboides,Malabar Parakeet,MAPA,Psittaciformes,Psittaculidae (Old World Parrots)
22,2,2021,ASFQ8,NA,9:06,1,1,H,,Myophonus horsfieldii,Malabar Whistling-Thrush,MWTH,Passeriformes,Muscicapidae (Old World Flycatchers)
22,2,2021,ASFQ8,NA,9:06,2,1,H,,Dicaeum concolor,Nilgiri Flowerpecker,NIFP,Passeriformes,Dicaeidae (Flowerpeckers)
22,2,2021,ASFQ8,NA,9:06,1,3,H,,Dicaeum concolor,Nilgiri Flowerpecker,NIFP,Passeriformes,Dicaeidae (Flowerpeckers)
22,2,2021,ASFQ8,NA,9:06,1,2,H,,Zosterops palpebrosus,Indian White Eye,IWEY,Passeriformes,Zosteropidae
22,2,2021,ASFQ8,NA,9:06,5,1,H,,Pycnonotus jocosus,Red-whiskered Bulbul,RWBU,Passeriformes,Pycnonotidae (Bulbuls)
22,2,2021,ASFQ8,NA,9:06,2,1,S,,Pycnonotus jocosus,Red-whiskered Bulbul,RWBU,Passeriformes,Pycnonotidae (Bulbuls)
22,2,2021,ASFQ8,NA,9:06,1,2,H,,Pycnonotus jocosus,Red-whiskered Bulbul,RWBU,Passeriformes,Pycnonotidae (Bulbuls)
22,2,2021,ASFQ8,NA,9:06,4,1,H/S,,Hypsipetes ganeesa,Square-tailed Bulbul,STBU,Passeriformes,Pycnonotidae (Bulbuls)
22,2,2021,ASFQ8,NA,9:06,1,3,H,,Hypsipetes ganeesa,Square-tailed Bulbul,STBU,Passeriformes,Pycnonotidae (Bulbuls)
22,2,2021,ASFQ8,NA,9:06,1,3,H/S,,Loriculus vernalis,Vernal Hanging-Parrot,VHPA,Psittaciformes,Psittaculidae (Old World Parrots)
22,2,2021,ASFQ8,NA,9:06,2,1,H,,Psilopogon viridis,White-cheeked Barbet,WCBA,Piciformes,Megalaimidae (Asian Barbets)
22,2,2021,ASFQ8,NA,9:06,1,2,H,,Psilopogon viridis,White-cheeked Barbet,WCBA,Piciformes,Megalaimidae (Asian Barbets)
22,2,2021,ASFQ8,NA,9:06,2,1,H,,Iole indica,Yellow-browed Bulbul,YBBU,Passeriformes,Pycnonotidae (Bulbuls)
22,2,2021,ASFQ8,NA,9:06,1,2,H,,Iole indica,Yellow-browed Bulbul,YBBU,Passeriformes,Pycnonotidae (Bulbuls)
17,2,2021,ASFQ46,NA,8:05,2,1,H,,Prinia socialis,Ashy Prinia,ASPR,Passeriformes,Cisticolidae (Cisticolas and Allies)
17,2,2021,ASFQ46,NA,8:05,2,1,H,,Acrocephalus dumetorum,Blyth's Reed Warbler,BRWA,Passeriformes,Acrocephalidae (Reed Warblers and Allies)
17,2,2021,ASFQ46,NA,8:05,2,2,H,,Acrocephalus dumetorum,Blyth's Reed Warbler,BRWA,Passeriformes,Acrocephalidae (Reed Warblers and Allies)
17,2,2021,ASFQ46,NA,8:05,1,3,H,,Acrocephalus dumetorum,Blyth's Reed Warbler,BRWA,Passeriformes,Acrocephalidae (Reed Warblers and Allies)
17,2,2021,ASFQ46,NA,8:05,2,1,S,,Parus cinereus,Cinereous Tit,CITI,Passeriformes,"Paridae (Tits, Chickadees, and Titmice)"
17,2,2021,ASFQ46,NA,8:05,1,1,H,,Upupa epops,Eurasian Hoopoe,EUHO,Bucerotiformes,Upupidae (Hoopoes)
17,2,2021,ASFQ46,NA,8:05,1,3,S,,Upupa epops,Eurasian Hoopoe,EUHO,Bucerotiformes,Upupidae (Hoopoes)
17,2,2021,ASFQ46,NA,8:05,1,3,H,,Gallus sonneratii,Gray Junglefowl,GRJU,Galliformes,"Phasianidae (Pheasants, Grouse, and Allies)"
17,2,2021,ASFQ46,NA,8:05,1,1,H,,Phylloscopus trochiloides,Greenish Warbler,GRWA,Passeriformes,Phylloscopidae (Leaf Warblers)
17,2,2021,ASFQ46,NA,8:05,1,2,H,,Phylloscopus trochiloides,Greenish Warbler,GRWA,Passeriformes,Phylloscopidae (Leaf Warblers)
17,2,2021,ASFQ46,NA,8:05,1,1,S,,Hirundo domicola,Hill Swallow,HISW,Passeriformes,Hirundinidae (Swallows)
17,2,2021,ASFQ46,NA,8:05,1,2,H/S,,Hirundo domicola,Hill Swallow,HISW,Passeriformes,Hirundinidae (Swallows)
17,2,2021,ASFQ46,NA,8:05,2,1,H,,Turdus simillimus,Indian Blackbird,INBL,Passeriformes,Turdidae (Thrushes and Allies)
17,2,2021,ASFQ46,NA,8:05,1,3,S,,Turdus simillimus,Indian Blackbird,INBL,Passeriformes,Turdidae (Thrushes and Allies)
17,2,2021,ASFQ46,NA,8:05,1,1,H,,Larvivora brunnea,Indian Blue Robin,IBRO,Passeriformes,Muscicapidae (Old World Flycatchers)
17,2,2021,ASFQ46,NA,8:05,3,1,H/S,,Argya striata,Jungle Babbler,JUBA,Passeriformes,Leiothrichidae (Laughingthrushes and Allies)
17,2,2021,ASFQ46,NA,8:05,5,2,H/S,,Argya striata,Jungle Babbler,JUBA,Passeriformes,Leiothrichidae (Laughingthrushes and Allies)
17,2,2021,ASFQ46,NA,8:05,2,2,H,,Acridotheres fuscus,Jungle Myna,JUMY,Passeriformes,Sturnidae (Starlings)
17,2,2021,ASFQ46,NA,8:05,3,1,H/S,,Corvus macrorhynchos,Large-billed Crow,LBCR,Passeriformes,"Corvidae (Crows, Jays, and Magpies)"
17,2,2021,ASFQ46,NA,8:05,2,1,H,,Corvus macrorhynchos,Large-billed Crow,LBCR,Passeriformes,"Corvidae (Crows, Jays, and Magpies)"
17,2,2021,ASFQ46,NA,8:05,6,2,F,,Corvus macrorhynchos,Large-billed Crow,LBCR,Passeriformes,"Corvidae (Crows, Jays, and Magpies)"
17,2,2021,ASFQ46,NA,8:05,1,2,H,,Lanius schach,Long-tailed Shrike,LTSH,Passeriformes,Laniidae (Shrikes)
17,2,2021,ASFQ46,NA,8:05,1,1,H,,Zosterops palpebrosus,Indian White Eye,IWEY,Passeriformes,Zosteropidae
17,2,2021,ASFQ46,NA,8:05,1,1,S,,Saxicola caprata,Pied Bushchat,PIBU,Passeriformes,Muscicapidae (Old World Flycatchers)
17,2,2021,ASFQ46,NA,8:05,2,1,H,,Saxicola caprata,Pied Bushchat,PIBU,Passeriformes,Muscicapidae (Old World Flycatchers)
17,2,2021,ASFQ46,NA,8:05,1,3,H/S,,Perdicula erythrorhyncha,Painted Bush Quail,PBQU,Galliformes,"Phasianidae (Pheasants, Grouse, and Allies)"
17,2,2021,ASFQ46,NA,8:05,2,1,H,,Pycnonotus cafer,Red-vented Bulbul,RVBU,Passeriformes,Pycnonotidae (Bulbuls)
17,2,2021,ASFQ46,NA,8:05,2,3,S,,Pycnonotus cafer,Red-vented Bulbul,RVBU,Passeriformes,Pycnonotidae (Bulbuls)
17,2,2021,ASFQ46,NA,8:05,1,3,H,,Pycnonotus cafer,Red-vented Bulbul,RVBU,Passeriformes,Pycnonotidae (Bulbuls)
17,2,2021,ASFQ46,NA,8:05,3,1,H,,Pycnonotus jocosus,Red-whiskered Bulbul,RWBU,Passeriformes,Pycnonotidae (Bulbuls)
17,2,2021,ASFQ46,NA,8:05,4,1,S,,Pycnonotus jocosus,Red-whiskered Bulbul,RWBU,Passeriformes,Pycnonotidae (Bulbuls)
17,2,2021,ASFQ46,NA,8:05,1,1,H,,Streptopelia chinensis,Spotted Dove,SPDO,Columbiformes,Columbidae (Pigeons and Doves)
17,2,2021,ASFQ46,NA,8:05,2,1,H,,Psilopogon viridis,White-cheeked Barbet,WCBA,Piciformes,Megalaimidae (Asian Barbets)
22,3,2021,AVLC1,AVLC,6:21,1,1,H,,Ficedula nigrorufa,Black-and-orange Flycatcher,BAOF,Passeriformes,Muscicapidae (Old World Flycatchers)
8,5,2021,AVLC1,AVLC,7:04,1,1,H,,Ficedula nigrorufa,Black-and-orange Flycatcher,BAOF,Passeriformes,Muscicapidae (Old World Flycatchers)
8,5,2021,AVLC1,AVLC,7:04,1,3,H,,Ficedula nigrorufa,Black-and-orange Flycatcher,BAOF,Passeriformes,Muscicapidae (Old World Flycatchers)
29,12,2020,AVLC1,AVLC,8:16,1,3,H,,Alcippe poioicephala,Brown-cheeked Fulvetta,BCFU,Passeriformes,Leiothrichidae (Laughingthrushes and Allies)
22,3,2021,AVLC1,AVLC,6:21,1,2,S,,Ictinaetus malaiensis,Black Eagle,BLEA,Accipitriformes,"Accipitridae (Hawks, Eagles, and Kites)"
29,12,2020,AVLC1,AVLC,8:16,1,2,H,,Acrocephalus dumetorum,Blyth's Reed Warbler,BRWA,Passeriformes,Acrocephalidae (Reed Warblers and Allies)
22,3,2021,AVLC1,AVLC,6:21,1,1,H,,Acrocephalus dumetorum,Blyth's Reed Warbler,BRWA,Passeriformes,Acrocephalidae (Reed Warblers and Allies)
22,3,2021,AVLC1,AVLC,6:21,1,1,H,,Hemipus picatus,Bar-winged Flycatcher-shrike,BWFS,Passeriformes,"Vangidae (Vangas, Helmetshrikes, and Allies)"
8,5,2021,AVLC1,AVLC,7:04,1,2,H,,Hemipus picatus,Bar-winged Flycatcher-shrike,BWFS,Passeriformes,"Vangidae (Vangas, Helmetshrikes, and Allies)"
29,12,2020,AVLC1,AVLC,8:16,1,3,H,,Leptocoma minima,Crimson-backed Sunbird,CBSU,Passeriformes,Nectariniidae (Sunbirds and Spiderhunters)
22,3,2021,AVLC1,AVLC,6:21,2,3,H,,Parus cinereus,Cinereous Tit,CITI,Passeriformes,"Paridae (Tits, Chickadees, and Titmice)"
8,5,2021,AVLC1,AVLC,7:04,2,1,H,,Parus cinereus,Cinereous Tit,CITI,Passeriformes,"Paridae (Tits, Chickadees, and Titmice)"
29,12,2020,AVLC1,AVLC,8:16,1,1,H,,Orthotomus sutorius,Common Tailorbird,COTA,Passeriformes,Cisticolidae (Cisticolas and Allies)
29,12,2020,AVLC1,AVLC,8:16,1,3,S,,Chrysocolaptes guttacristatus,Greater Flameback,GRFL,Piciformes,Picidae (Woodpeckers)
29,12,2020,AVLC1,AVLC,8:16,2,1,H,,Culicicapa ceylonensis,Gray-headed Canary-Flycatcher,GHCF,Passeriformes,Stenostiridae (Fairy Flycatchers)
22,3,2021,AVLC1,AVLC,6:21,1,1,H,,Culicicapa ceylonensis,Gray-headed Canary-Flycatcher,GHCF,Passeriformes,Stenostiridae (Fairy Flycatchers)
22,3,2021,AVLC1,AVLC,6:21,1,2,H,,Culicicapa ceylonensis,Gray-headed Canary-Flycatcher,GHCF,Passeriformes,Stenostiridae (Fairy Flycatchers)
8,5,2021,AVLC1,AVLC,7:04,1,1,H,,Culicicapa ceylonensis,Gray-headed Canary-Flycatcher,GHCF,Passeriformes,Stenostiridae (Fairy Flycatchers)
22,3,2021,AVLC1,AVLC,6:21,1,2,H,,Gallus sonneratii,Gray Junglefowl,GRJU,Galliformes,"Phasianidae (Pheasants, Grouse, and Allies)"
29,12,2020,AVLC1,AVLC,8:16,1,1,H,,Phylloscopus trochiloides,Greenish Warbler,GRWA,Passeriformes,Phylloscopidae (Leaf Warblers)
22,3,2021,AVLC1,AVLC,6:21,2,1,H,,Phylloscopus trochiloides,Greenish Warbler,GRWA,Passeriformes,Phylloscopidae (Leaf Warblers)
22,3,2021,AVLC1,AVLC,6:21,1,1,H,,Turdus simillimus,Indian Blackbird,INBL,Passeriformes,Turdidae (Thrushes and Allies)
22,3,2021,AVLC1,AVLC,6:21,1,2,H,,Turdus simillimus,Indian Blackbird,INBL,Passeriformes,Turdidae (Thrushes and Allies)
8,5,2021,AVLC1,AVLC,7:04,1,1,H,,Turdus simillimus,Indian Blackbird,INBL,Passeriformes,Turdidae (Thrushes and Allies)
22,3,2021,AVLC1,AVLC,6:21,2,1,H,,Pomatorhinus horsfieldii,Indian Scimitar-Babbler,ISBA,Passeriformes,"Timaliidae (Tree-Babblers, Scimitar-Babblers, and Allies)"
8,5,2021,AVLC1,AVLC,7:04,1,3,H,,Pomatorhinus horsfieldii,Indian Scimitar-Babbler,ISBA,Passeriformes,"Timaliidae (Tree-Babblers, Scimitar-Babblers, and Allies)"
22,3,2021,AVLC1,AVLC,6:21,5,1,H,,Argya striata,Jungle Babbler,JUBA,Passeriformes,Leiothrichidae (Laughingthrushes and Allies)
29,12,2020,AVLC1,AVLC,8:16,1,1,F,,Corvus macrorhynchos,Large-billed Crow,LBCR,Passeriformes,"Corvidae (Crows, Jays, and Magpies)"
22,3,2021,AVLC1,AVLC,6:21,2,1,S,,Corvus macrorhynchos,Large-billed Crow,LBCR,Passeriformes,"Corvidae (Crows, Jays, and Magpies)"
22,3,2021,AVLC1,AVLC,6:21,1,3,S,,Corvus macrorhynchos,Large-billed Crow,LBCR,Passeriformes,"Corvidae (Crows, Jays, and Magpies)"
8,5,2021,AVLC1,AVLC,7:04,4,1,H,,Corvus macrorhynchos,Large-billed Crow,LBCR,Passeriformes,"Corvidae (Crows, Jays, and Magpies)"
8,5,2021,AVLC1,AVLC,7:04,1,1,S,,Corvus macrorhynchos,Large-billed Crow,LBCR,Passeriformes,"Corvidae (Crows, Jays, and Magpies)"
29,12,2020,AVLC1,AVLC,8:16,1,3,H,,Phylloscopus magnirostris,Large-billed Leaf Warbler,LBLW,Passeriformes,Phylloscopidae (Leaf Warblers)
22,3,2021,AVLC1,AVLC,6:21,1,1,H,,Phylloscopus magnirostris,Large-billed Leaf Warbler,LBLW,Passeriformes,Phylloscopidae (Leaf Warblers)
8,5,2021,AVLC1,AVLC,7:04,2,1,H,,Eumyias albicaudatus,Nilgiri Flycatcher,NIFL,Passeriformes,Muscicapidae (Old World Flycatchers)
29,12,2020,AVLC1,AVLC,8:16,1,2,H,,Dicaeum concolor,Nilgiri Flowerpecker,NIFP,Passeriformes,Dicaeidae (Flowerpeckers)
22,3,2021,AVLC1,AVLC,6:21,1,2,H,,Dicaeum concolor,Nilgiri Flowerpecker,NIFP,Passeriformes,Dicaeidae (Flowerpeckers)
22,3,2021,AVLC1,AVLC,6:21,1,3,H,,Dicaeum concolor,Nilgiri Flowerpecker,NIFP,Passeriformes,Dicaeidae (Flowerpeckers)
8,5,2021,AVLC1,AVLC,7:04,2,2,H,,Dicaeum concolor,Nilgiri Flowerpecker,NIFP,Passeriformes,Dicaeidae (Flowerpeckers)
22,3,2021,AVLC1,AVLC,6:21,1,1,H,,Montecincla cachinnans,Nilgiri Laughingthrush,NILA,Passeriformes,Leiothrichidae (Laughingthrushes and Allies)
22,3,2021,AVLC1,AVLC,6:21,1,2,H,,Montecincla cachinnans,Nilgiri Laughingthrush,NILA,Passeriformes,Leiothrichidae (Laughingthrushes and Allies)
8,5,2021,AVLC1,AVLC,7:04,2,1,H,,Montecincla cachinnans,Nilgiri Laughingthrush,NILA,Passeriformes,Leiothrichidae (Laughingthrushes and Allies)
8,5,2021,AVLC1,AVLC,7:04,2,3,H,,Montecincla cachinnans,Nilgiri Laughingthrush,NILA,Passeriformes,Leiothrichidae (Laughingthrushes and Allies)
8,5,2021,AVLC1,AVLC,7:04,1,2,H,,Sholicola major,Nilgiri Sholakili,NISH,Passeriformes,Muscicapidae (Old World Flycatchers)
29,12,2020,AVLC1,AVLC,8:16,2,1,H,,Zosterops palpebrosus,Indian White Eye,IWEY,Passeriformes,Zosteropidae
29,12,2020,AVLC1,AVLC,8:16,6,2,S,,Zosterops palpebrosus,Indian White Eye,IWEY,Passeriformes,Zosteropidae
22,3,2021,AVLC1,AVLC,6:21,4,1,H,,Zosterops palpebrosus,Indian White Eye,IWEY,Passeriformes,Zosteropidae
8,5,2021,AVLC1,AVLC,7:04,3,1,H,,Zosterops palpebrosus,Indian White Eye,IWEY,Passeriformes,Zosteropidae
8,5,2021,AVLC1,AVLC,7:04,2,2,H/S,,Zosterops palpebrosus,Indian White Eye,IWEY,Passeriformes,Zosteropidae
22,3,2021,AVLC1,AVLC,6:21,1,1,H,,Pellorneum ruficeps,Puff-throated Babbler,PTBA,Passeriformes,Pellorneidae (Ground Babblers and Allies)
22,3,2021,AVLC1,AVLC,6:21,1,3,H,,Pycnonotus cafer,Red-vented Bulbul,RVBU,Passeriformes,Pycnonotidae (Bulbuls)
29,12,2020,AVLC1,AVLC,8:16,2,1,S,,Pycnonotus jocosus,Red-whiskered Bulbul,RWBU,Passeriformes,Pycnonotidae (Bulbuls)
22,3,2021,AVLC1,AVLC,6:21,6,1,H,,Pycnonotus jocosus,Red-whiskered Bulbul,RWBU,Passeriformes,Pycnonotidae (Bulbuls)
8,5,2021,AVLC1,AVLC,7:04,2,1,H,,Pycnonotus jocosus,Red-whiskered Bulbul,RWBU,Passeriformes,Pycnonotidae (Bulbuls)
29,12,2020,AVLC1,AVLC,8:16,2,1,H,,Hypsipetes ganeesa,Square-tailed Bulbul,STBU,Passeriformes,Pycnonotidae (Bulbuls)
22,3,2021,AVLC1,AVLC,6:21,3,1,H,,Hypsipetes ganeesa,Square-tailed Bulbul,STBU,Passeriformes,Pycnonotidae (Bulbuls)
22,3,2021,AVLC1,AVLC,6:21,2,2,H,,Hypsipetes ganeesa,Square-tailed Bulbul,STBU,Passeriformes,Pycnonotidae (Bulbuls)
8,5,2021,AVLC1,AVLC,7:04,6,1,H,,Hypsipetes ganeesa,Square-tailed Bulbul,STBU,Passeriformes,Pycnonotidae (Bulbuls)
8,5,2021,AVLC1,AVLC,7:04,2,3,H/S,,Hypsipetes ganeesa,Square-tailed Bulbul,STBU,Passeriformes,Pycnonotidae (Bulbuls)
29,12,2020,AVLC1,AVLC,8:16,1,1,H,,Sitta frontalis,Velvet-fronted Nuthatch,VFNU,Passeriformes,Sittidae (Nuthatches)
29,12,2020,AVLC1,AVLC,8:16,1,2,H,,Sitta frontalis,Velvet-fronted Nuthatch,VFNU,Passeriformes,Sittidae (Nuthatches)
22,3,2021,AVLC1,AVLC,6:21,2,2,H/S,,Sitta frontalis,Velvet-fronted Nuthatch,VFNU,Passeriformes,Sittidae (Nuthatches)
8,5,2021,AVLC1,AVLC,7:04,2,2,H,,Sitta frontalis,Velvet-fronted Nuthatch,VFNU,Passeriformes,Sittidae (Nuthatches)
22,3,2021,AVLC1,AVLC,6:21,2,2,H,,Psilopogon viridis,White-cheeked Barbet,WCBA,Piciformes,Megalaimidae (Asian Barbets)
8,5,2021,AVLC1,AVLC,7:04,2,1,H,,Psilopogon viridis,White-cheeked Barbet,WCBA,Piciformes,Megalaimidae (Asian Barbets)
29,12,2020,AVLC1,AVLC,8:16,2,1,H/S,,Iole indica,Yellow-browed Bulbul,YBBU,Passeriformes,Pycnonotidae (Bulbuls)
29,12,2020,AVLC2,AVLC,7:44,1,1,H,,Ficedula nigrorufa,Black-and-orange Flycatcher,BAOF,Passeriformes,Muscicapidae (Old World Flycatchers)
22,3,2021,AVLC2,AVLC,7:01,1,1,H,,Ficedula nigrorufa,Black-and-orange Flycatcher,BAOF,Passeriformes,Muscicapidae (Old World Flycatchers)
8,5,2021,AVLC2,AVLC,6:35,1,2,H,,Ficedula nigrorufa,Black-and-orange Flycatcher,BAOF,Passeriformes,Muscicapidae (Old World Flycatchers)
29,12,2020,AVLC2,AVLC,7:44,1,1,H,,Alcippe poioicephala,Brown-cheeked Fulvetta,BCFU,Passeriformes,Leiothrichidae (Laughingthrushes and Allies)
22,3,2021,AVLC2,AVLC,7:01,1,1,H,,Alcippe poioicephala,Brown-cheeked Fulvetta,BCFU,Passeriformes,Leiothrichidae (Laughingthrushes and Allies)
8,5,2021,AVLC2,AVLC,6:35,1,2,H,,Alcippe poioicephala,Brown-cheeked Fulvetta,BCFU,Passeriformes,Leiothrichidae (Laughingthrushes and Allies)
29,12,2020,AVLC2,AVLC,7:44,1,2,H,,Acrocephalus dumetorum,Blyth's Reed Warbler,BRWA,Passeriformes,Acrocephalidae (Reed Warblers and Allies)
29,12,2020,AVLC2,AVLC,7:44,1,1,H,,Leptocoma minima,Crimson-backed Sunbird,CBSU,Passeriformes,Nectariniidae (Sunbirds and Spiderhunters)
8,5,2021,AVLC2,AVLC,6:35,1,1,H,,Leptocoma minima,Crimson-backed Sunbird,CBSU,Passeriformes,Nectariniidae (Sunbirds and Spiderhunters)
29,12,2020,AVLC2,AVLC,7:44,1,1,H,,Culicicapa ceylonensis,Gray-headed Canary-Flycatcher,GHCF,Passeriformes,Stenostiridae (Fairy Flycatchers)
22,3,2021,AVLC2,AVLC,7:01,2,3,H,,Culicicapa ceylonensis,Gray-headed Canary-Flycatcher,GHCF,Passeriformes,Stenostiridae (Fairy Flycatchers)
8,5,2021,AVLC2,AVLC,6:35,1,1,H,,Culicicapa ceylonensis,Gray-headed Canary-Flycatcher,GHCF,Passeriformes,Stenostiridae (Fairy Flycatchers)
8,5,2021,AVLC2,AVLC,6:35,1,3,H,,Culicicapa ceylonensis,Gray-headed Canary-Flycatcher,GHCF,Passeriformes,Stenostiridae (Fairy Flycatchers)
8,5,2021,AVLC2,AVLC,6:35,1,1,H,,Gallus sonneratii,Gray Junglefowl,GRJU,Galliformes,"Phasianidae (Pheasants, Grouse, and Allies)"
22,3,2021,AVLC2,AVLC,7:01,1,2,H,,Phylloscopus trochiloides,Greenish Warbler,GRWA,Passeriformes,Phylloscopidae (Leaf Warblers)
29,12,2020,AVLC2,AVLC,7:44,1,1,H,,Motacilla cinerea,Gray Wagtail,GREW,Passeriformes,Motacillidae (Wagtails and Pipits)
22,3,2021,AVLC2,AVLC,7:01,1,3,H,,Turdus simillimus,Indian Blackbird,INBL,Passeriformes,Turdidae (Thrushes and Allies)
22,3,2021,AVLC2,AVLC,7:01,1,2,H,,Pomatorhinus horsfieldii,Indian Scimitar-Babbler,ISBA,Passeriformes,"Timaliidae (Tree-Babblers, Scimitar-Babblers, and Allies)"
8,5,2021,AVLC2,AVLC,6:35,2,1,H,,Pomatorhinus horsfieldii,Indian Scimitar-Babbler,ISBA,Passeriformes,"Timaliidae (Tree-Babblers, Scimitar-Babblers, and Allies)"
22,3,2021,AVLC2,AVLC,7:01,1,1,H,,Corvus macrorhynchos,Large-billed Crow,LBCR,Passeriformes,"Corvidae (Crows, Jays, and Magpies)"
22,3,2021,AVLC2,AVLC,7:01,2,3,H,,Corvus macrorhynchos,Large-billed Crow,LBCR,Passeriformes,"Corvidae (Crows, Jays, and Magpies)"
22,3,2021,AVLC2,AVLC,7:01,1,2,H,,Phylloscopus magnirostris,Large-billed Leaf Warbler,LBLW,Passeriformes,Phylloscopidae (Leaf Warblers)
29,12,2020,AVLC2,AVLC,7:44,1,2,H,,Eumyias albicaudatus,Nilgiri Flycatcher,NIFL,Passeriformes,Muscicapidae (Old World Flycatchers)
22,3,2021,AVLC2,AVLC,7:01,1,3,H,,Eumyias albicaudatus,Nilgiri Flycatcher,NIFL,Passeriformes,Muscicapidae (Old World Flycatchers)
8,5,2021,AVLC2,AVLC,6:35,1,3,H,,Eumyias albicaudatus,Nilgiri Flycatcher,NIFL,Passeriformes,Muscicapidae (Old World Flycatchers)
29,12,2020,AVLC2,AVLC,7:44,1,3,H,,Dicaeum concolor,Nilgiri Flowerpecker,NIFP,Passeriformes,Dicaeidae (Flowerpeckers)
22,3,2021,AVLC2,AVLC,7:01,1,3,H,,Dicaeum concolor,Nilgiri Flowerpecker,NIFP,Passeriformes,Dicaeidae (Flowerpeckers)
8,5,2021,AVLC2,AVLC,6:35,2,1,H,,Dicaeum concolor,Nilgiri Flowerpecker,NIFP,Passeriformes,Dicaeidae (Flowerpeckers)
