x,y,month,year,season,ppt,t_mean,t_sd
76.25,11.75,6,1997,rainy,270.08,25.81983333333333,1.924640285841762
76.25,11.75,6,1998,rainy,268.45,25.899666666666665,1.9370436429550686
76.25,11.75,6,1999,rainy,167.26,24.785,0.867598151060811
76.25,11.75,6,2000,rainy,264.96999999999997,24.359833333333334,0.7979975837545884
76.25,11.75,6,2001,rainy,212.83,24.770166666666668,0.9231838492630977
76.25,11.75,6,2002,rainy,162.73,25.304833333333335,1.0266949680753596
76.25,11.75,6,2003,rainy,136.7,25.885,2.2115786996685385
76.25,11.75,6,2004,rainy,262.42,24.85033333333333,0.6978235664443114
76.25,11.75,6,2005,rainy,149.81,25.490166666666667,1.6474891728665904
76.25,11.75,6,2006,rainy,214.86,25.165,0.743368382246742
76.25,11.75,6,2007,rainy,243.75,25.080333333333332,1.5800140131053255
76.25,11.75,6,2008,rainy,172.06,25.115000000000002,1.0100252642794434
76.25,11.75,6,2009,rainy,121.82000000000001,25.46516666666667,0.8228035896411956
76.25,11.75,6,2010,rainy,254.57,25.470166666666668,0.9268611131062224
76.25,11.75,6,2011,rainy,322.87,25.125333333333334,0.598000235459147
76.25,11.75,6,2012,rainy,631.33,25.705166666666667,1.359487944508655
76.25,11.75,6,2013,rainy,378.48,24.544999999999998,1.016020253327862
76.25,11.75,6,2014,rainy,146.28,26.334666666666667,1.0905833090704204
76.25,11.75,6,2015,rainy,230.30898,25.53483333333333,0.7943881654904384
76.25,11.75,6,2016,rainy,211.48,25.004666666666665,1.1649764932757471
76.25,11.75,6,2017,rainy,110.3,23.342,0.8419124370884054
76.25,11.75,6,2018,rainy,378.77,21.863666666666667,0.9374405115225596
76.25,11.75,7,1870,rainy,549.2186,22.90866129032258,0.3960902335557889
76.25,11.75,7,1871,rainy,873.5322199999999,22.886225806451613,0.45851853540705195
76.25,11.75,7,1872,rainy,556.42973,23.06067741935484,0.27147417152733266
76.25,11.75,7,1873,rainy,739.37995,22.79975806451613,0.5595963406922255
76.25,11.75,7,1874,rainy,419.6406,22.93851612903226,0.30746369660690465
76.25,11.75,7,1875,rainy,443.34115,22.729903225806453,0.26631677314039764
76.25,11.75,7,1876,rainy,671.1474000000001,23.335306451612905,0.5238894552196316
76.25,11.75,7,1877,rainy,138.63041,23.970145161290322,0.3750749745839348
76.25,11.75,7,1878,rainy,226.89028,23.385048387096774,0.8501021444002942
76.25,11.75,7,1879,rainy,326.45253,22.99967741935484,0.24925868585290714
76.25,11.75,7,1880,rainy,316.77879,22.600209677419354,0.5901651855510955
76.25,11.75,7,1881,rainy,360.07923,23.41985483870968,0.5994702410399311
76.25,11.75,7,1882,rainy,919.1488,22.42001612903226,0.8904814754190653
76.25,11.75,7,1883,rainy,440.2702,22.854693548387097,0.7271326068586041
76.25,11.75,7,1884,rainy,242.5888,23.445096774193548,0.4858716809226285
76.25,11.75,7,1885,rainy,321.0096,22.98990322580645,0.39512397673293354
76.25,11.75,7,1886,rainy,424.5504,22.619629032258064,0.6317788506503145
76.25,11.75,7,1887,rainy,274.610945,22.755048387096775,0.6886474588500611
76.25,11.75,7,1888,rainy,407.80976,23.479806451612905,0.6830716126124623
76.25,11.75,7,1889,rainy,369.599715,23.349709677419355,0.4677142427842305
76.25,11.75,7,1890,rainy,424.05008,22.784806451612905,0.38001117697201436
76.25,11.75,7,1891,rainy,632.1402,23.34532258064516,0.3865141987126106
76.25,11.75,7,1892,rainy,599.19298,23.210225806451614,0.9150032316765295
76.25,11.75,7,1893,rainy,195.2202,22.665370967741936,0.7403869592735712
76.25,11.75,7,1894,rainy,352.660334,23.340096774193547,0.4269636483229541
76.25,11.75,7,1895,rainy,412.4302,22.770032258064518,0.5246116331071944
76.25,11.75,7,1896,rainy,735.95162,23.749709677419354,1.026369790200666
76.25,11.75,7,1897,rainy,492.88095,23.715274193548385,0.5461250595286409
76.25,11.75,7,1898,rainy,472.0383,23.414887096774194,0.3880407777042128
76.25,11.75,7,1899,rainy,212.40881100000001,24.330032258064517,1.0558720087798188
76.25,11.75,7,1900,rainy,750.41236,23.470193548387098,0.6735652613446769
76.25,11.75,7,1901,rainy,708.53,23.79477419354839,0.5926122233904967
76.25,11.75,7,1902,rainy,811.09,23.319967741935482,0.7620907856623107
76.25,11.75,7,1903,rainy,973.57,23.315306451612905,0.6844195798560432
76.25,11.75,7,1904,rainy,546,23.04,0.30111736360872093
76.25,11.75,7,1905,rainy,489.58,24.28982258064516,0.4289132303156253
76.25,11.75,7,1906,rainy,591.8,23.610306451612903,0.7036098549316867
76.25,11.75,7,1907,rainy,615.31,23.285370967741937,0.62228973648055
76.25,11.75,7,1908,rainy,562.65,22.939645161290322,0.9294494265742166
76.25,11.75,7,1909,rainy,522.45,22.920354838709677,0.6342814069683945
76.25,11.75,7,1910,rainy,474.21999999999997,23.049790322580645,1.0864682598078472
76.25,11.75,7,1911,rainy,620.75,23.060112903225807,1.0271995806534504
76.25,11.75,7,1912,rainy,681.29,23.534661290322582,0.8114724105712279
76.25,11.75,7,1913,rainy,712.02,23.429870967741937,0.638985797543549
76.25,11.75,7,1914,rainy,767.19,23.230048387096772,0.7584437943890848
76.25,11.75,7,1915,rainy,444.44,23.369887096774193,1.3400810840497512
76.25,11.75,7,1916,rainy,340.06,22.930129032258066,0.8998108224115955
76.25,11.75,7,1917,rainy,231.46,23.59517741935484,0.736542525909481
76.25,11.75,7,1918,rainy,120.91,23.954564516129032,0.6515873917075576
76.25,11.75,7,1919,rainy,414.7,22.980016129032258,0.632090914925363
76.25,11.75,7,1920,rainy,792.92,23.754951612903227,0.6000419340184862
76.25,11.75,7,1921,rainy,827.93,23.165145161290322,0.7644842945143734
76.25,11.75,7,1922,rainy,552.2,23.279693548387097,0.6938480822848204
76.25,11.75,7,1923,rainy,929.82,23.070306451612904,0.6030272199138186
76.25,11.75,7,1924,rainy,1456.92,23.39516129032258,1.1074681965869777
76.25,11.75,7,1925,rainy,445.09,23.365112903225807,0.4972715339677349
76.25,11.75,7,1926,rainy,771.54,23.56525806451613,0.6647227977506588
76.25,11.75,7,1927,rainy,643.69,23.125177419354838,0.5649232034590643
76.25,11.75,7,1928,rainy,436.07,23.219725806451613,1.1808962333662065
76.25,11.75,7,1929,rainy,603.79,23.61540322580645,0.5294820963192055
76.25,11.75,7,1930,rainy,298.22,23.95027419354839,0.4416890844381691
76.25,11.75,7,1931,rainy,424,23.41985483870968,0.462800788560773
76.25,11.75,7,1932,rainy,672.56,23.375370967741937,0.6676222855245562
76.25,11.75,7,1933,rainy,542.58,23.37001612903226,0.6101002032982092
76.25,11.75,7,1934,rainy,422.86,23.45,0.6435681782064746
76.25,11.75,7,1935,rainy,551.65,23.28464516129032,0.5172309960025656
76.25,11.75,7,1936,rainy,414.24,23.610032258064518,0.5764509510138146
76.25,11.75,7,1937,rainy,530.61,22.920080645161292,0.8920807801312448
76.25,11.75,7,1938,rainy,328.05,22.965032258064518,0.42444359530024467
76.25,11.75,7,1939,rainy,598.54,23.324774193548386,0.4500102746736213
76.25,11.75,7,1940,rainy,657.49,23.579806451612903,0.5969716586994078
76.25,11.75,7,1941,rainy,541.73,24.32516129032258,0.7555091923894411
76.25,11.75,7,1942,rainy,701.24,23.49541935483871,0.8467692237437362
76.25,11.75,7,1943,rainy,676.5,23.13458064516129,0.7570984865125343
76.25,11.75,7,1944,rainy,588.78,23.31001612903226,0.8320981060334876
76.25,11.75,7,1945,rainy,623.14,23.59,0.5511397281996641
76.25,11.75,7,1946,rainy,499.62,23.695032258064515,0.2586710245171097
76.25,11.75,7,1947,rainy,476.87,23.45982258064516,0.8774574400731843
76.25,11.75,7,1948,rainy,497.77,23.580290322580645,0.5583785569873057
76.25,11.75,7,1949,rainy,535.37,23.319854838709677,0.6001010219614193
76.25,11.75,7,1950,rainy,612.84,23.020258064516128,0.7171097530012145
76.25,11.75,7,1951,rainy,591.11,23.41990322580645,0.8913396043723067
76.25,11.75,7,1952,rainy,294.81,23.870354838709677,0.8504506079480104
76.25,11.75,7,1953,rainy,547.39,23.365193548387097,0.8715934610185656
76.25,11.75,7,1954,rainy,433.21,22.959725806451612,0.5958726770979085
76.25,11.75,7,1955,rainy,133.47,23.235290322580646,0.3599860361688484
76.25,11.75,7,1956,rainy,322.63,22.634725806451613,0.7548681434386366
76.25,11.75,7,1957,rainy,514.97,23.46998387096774,0.6360324347582564
76.25,11.75,7,1958,rainy,617.62,23.555096774193547,0.4912666862196617
76.25,11.75,7,1959,rainy,699.24,23.529709677419355,0.47711977486779217
76.25,11.75,7,1960,rainy,315.17,23.539774193548386,1.3170627347669617
76.25,11.75,7,1961,rainy,814.74,23.160048387096776,0.39973364787982546
76.25,11.75,7,1962,rainy,432.81,23.900112903225807,0.8792036046870053
76.25,11.75,7,1963,rainy,374.75,23.609967741935485,0.7187493992517359
76.25,11.75,7,1964,rainy,394.39,23.205370967741935,0.6769659145498873
76.25,11.75,7,1965,rainy,381.42,23.38001612903226,1.1199370181984265
76.25,11.75,7,1966,rainy,420.4,24.120048387096773,1.3139141229854578
76.25,11.75,7,1967,rainy,456.3,23.720306451612903,0.6370466973650012
76.25,11.75,7,1968,rainy,510.71,23.784790322580644,0.42172456995440216
76.25,11.75,7,1969,rainy,526.63,24.134983870967744,0.9865920761546703
76.25,11.75,7,1970,rainy,291.83,23.919919354838708,0.6104218090355527
76.25,11.75,7,1971,rainy,269.76,22.96459677419355,0.9267863599499332
76.25,11.75,7,1972,rainy,198.43,24.74,0.5994400164598067
76.25,11.75,7,1973,rainy,357.38,24.41993548387097,0.6282670310987131
76.25,11.75,7,1974,rainy,422.7,23.664967741935484,0.5354459502054317
76.25,11.75,7,1975,rainy,329.32,22.950048387096775,0.7199736031600822
76.25,11.75,7,1976,rainy,334.23,23.404790322580645,1.2091987483053503
76.25,11.75,7,1977,rainy,385.06,23.879725806451614,0.58773087433379
76.25,11.75,7,1978,rainy,343.85,23.50011290322581,0.8123170430900878
76.25,11.75,7,1979,rainy,311.23,23.834887096774192,0.8106852935395404
76.25,11.75,7,1980,rainy,419.55,24.209709677419355,0.5085632830860151
76.25,11.75,7,1981,rainy,297.49,23.795274193548387,0.8060630128254
76.25,11.75,7,1982,rainy,266.26,24.304967741935485,0.7703347966467119
76.25,11.75,7,1983,rainy,295.4,24.82508064516129,0.6126634080903669
76.25,11.75,7,1984,rainy,366.09000000000003,23.77016129032258,0.6735100641056623
76.25,11.75,7,1985,rainy,105.06,23.834693548387097,0.8168527986263225
76.25,11.75,7,1986,rainy,191.59,24.700177419354837,0.6542259236225545
76.25,11.75,7,1987,rainy,101.17,25.40009677419355,0.5211825882764894
76.25,11.75,7,1988,rainy,289.32,24.09016129032258,0.9345734177250496
76.25,11.75,7,1989,rainy,398.87,23.86959677419355,1.0724238700202675
76.25,11.75,7,1990,rainy,156.43,23.87508064516129,0.5441581739527301
76.25,11.75,7,1991,rainy,427.19,23.989790322580646,0.49528101070997316
76.25,11.75,7,1992,rainy,371.96999999999997,24.045080645161292,0.7394140371128821
76.25,11.75,7,1993,rainy,267.36,24.025032258064517,0.7969540130551646
76.25,11.75,7,1994,rainy,480.59000000000003,23.65008064516129,0.558014144037798
76.25,11.75,7,1995,rainy,320.97,23.910209677419356,0.9777286328884374
76.25,11.75,7,1996,rainy,284.3,24.05977419354839,1.4463359155622046
76.25,11.75,7,1997,rainy,609.76,24.200258064516127,0.4713842005372361
76.25,11.75,7,1998,rainy,352.25,24.47509677419355,0.667705990929077
76.25,11.75,7,1999,rainy,345.54,23.98974193548387,0.7823999815840967
76.25,11.75,7,2000,rainy,187.62,24.235258064516128,0.7636642354570031
76.25,11.75,7,2001,rainy,168.42,24.180016129032257,0.8443018366661594
76.25,11.75,7,2002,rainy,88.49,24.984806451612904,0.3382161458155457
76.25,11.75,7,2003,rainy,191.6,24.485193548387098,0.8967943807196403
76.25,11.75,7,2004,rainy,143.85,24.175016129032258,0.3996318198014883
76.25,11.75,7,2005,rainy,127,24.310032258064517,0.6937812087332705
76.25,11.75,7,2006,rainy,245.6,24.684806451612904,0.6244198597821208
76.25,11.75,7,2007,rainy,329.92,24.210145161290324,0.6033555363347608
76.25,11.75,7,2008,rainy,226.09,24.48474193548387,1.1587830101085057
76.25,11.75,7,2009,rainy,526.44,24.179903225806452,0.47954974401958234
76.25,11.75,7,2010,rainy,287.2,24.06,0.8438907907227486
76.25,11.75,7,2011,rainy,265.04,24.37491935483871,0.8188903782637226
76.25,11.75,7,2012,rainy,165.33,24.895387096774193,0.778660588336123
76.25,11.75,7,2013,rainy,309.03,23.889967741935482,0.5241952870111777
76.25,11.75,7,2014,rainy,364.75,24.550064516129034,1.075473289161067
76.25,11.75,7,2015,rainy,63.660027,25.049806451612902,0.7159796281717724
76.25,11.75,7,2016,rainy,187.75,24.394967741935485,0.5310436569543012
76.25,11.75,7,2017,rainy,142.42,23.142741935483873,0.6954013693660155
76.25,11.75,7,2018,rainy,494.76,21.295161290322582,0.7585594723673814
76.25,11.75,8,1870,rainy,273.51857,23.355483870967742,0.2660838052152924
76.25,11.75,8,1871,rainy,323.31080000000003,23.67682258064516,0.1922278833566683
76.25,11.75,8,1872,rainy,350.09105999999997,23.4955,0.2051584753306581
76.25,11.75,8,1873,rainy,208.4004,23.407838709677417,0.36693433534027986
76.25,11.75,8,1874,rainy,200.9404,23.661967741935484,0.20427685198784687
76.25,11.75,8,1875,rainy,189.55116,23.345064516129032,0.35527613068183733
76.25,11.75,8,1876,rainy,267.19173,23.220032258064517,0.43523062728251466
76.25,11.75,8,1877,rainy,425.95982,24.200258064516127,0.5086859520858251
76.25,11.75,8,1878,rainy,424.43906,23.359951612903227,0.4655358803722638
76.25,11.75,8,1879,rainy,310.77083,22.395016129032257,0.6828169042511928
76.25,11.75,8,1880,rainy,162.35887,23.174870967741935,0.851518946429868
76.25,11.75,8,1881,rainy,274.11935,23.32977419354839,0.7031317425005276
76.25,11.75,8,1882,rainy,235.49936,22.994951612903225,0.6799095449008724
76.25,11.75,8,1883,rainy,374.000108,23.215048387096775,0.7950358414859746
76.25,11.75,8,1884,rainy,389.0012,23.234903225806452,0.8834032433280858
76.25,11.75,8,1885,rainy,330.6874,23.860145161290323,0.33232700245261415
76.25,11.75,8,1886,rainy,194.91982000000002,22.704629032258065,0.9538655650190083
76.25,11.75,8,1887,rainy,112.58024,23.15009677419355,0.8293579586981208
76.25,11.75,8,1888,rainy,241.79982,23.485064516129032,0.8662656226771656
76.25,11.75,8,1889,rainy,345.46070000000003,23.57985483870968,0.4787531408695645
76.25,11.75,8,1890,rainy,179.31038800000002,23.015032258064515,0.7008487941475426
76.25,11.75,8,1891,rainy,217.44067,23.81975806451613,0.49879828706882684
76.25,11.75,8,1892,rainy,259.40889,22.684951612903227,0.6743270640033009
76.25,11.75,8,1893,rainy,279.31086,23.285048387096772,0.36789988119139855
76.25,11.75,8,1894,rainy,250.190775,23.179548387096773,0.9014795186695288
76.25,11.75,8,1895,rainy,276.1196,23.465290322580646,0.4320570327744853
76.25,11.75,8,1896,rainy,341.15154,23.085064516129034,0.6900539561263243
76.25,11.75,8,1897,rainy,558.36802,24.109709677419353,0.8075043526631249
76.25,11.75,8,1898,rainy,146.78096,23.889629032258064,0.4593087372661574
76.25,11.75,8,1899,rainy,132.69881,24.02982258064516,0.643276684229359
76.25,11.75,8,1900,rainy,705.7794,23.96008064516129,0.43140250147579123
76.25,11.75,8,1901,rainy,248.69,23.88493548387097,0.4808528489731462
76.25,11.75,8,1902,rainy,195.03,24.02491935483871,0.6269461313485423
76.25,11.75,8,1903,rainy,344.98,23.48508064516129,0.7733637253019451
76.25,11.75,8,1904,rainy,332.71999999999997,23.760064516129034,0.3101576948891077
76.25,11.75,8,1905,rainy,246.45,23.60508064516129,0.32385405912679716
76.25,11.75,8,1906,rainy,476.86,23.065129032258064,0.7676736607845587
76.25,11.75,8,1907,rainy,676.05,23.04474193548387,0.6222256272308264
76.25,11.75,8,1908,rainy,300.33,23.324709677419357,0.4489208685687924
76.25,11.75,8,1909,rainy,278.75,22.999774193548387,1.2075854340977956
76.25,11.75,8,1910,rainy,477.19,23.115080645161292,0.7050057576215744
76.25,11.75,8,1911,rainy,134.73,23.489919354838708,0.663424036053038
76.25,11.75,8,1912,rainy,366.45,23.664709677419356,0.4912941544905242
76.25,11.75,8,1913,rainy,211.14000000000001,23.76014516129032,0.6737837708734706
76.25,11.75,8,1914,rainy,275.57,22.93482258064516,0.7005342431362305
76.25,11.75,8,1915,rainy,276.77,23.73508064516129,1.020448325465938
76.25,11.75,8,1916,rainy,424.34,23.300145161290324,0.553988179680584
76.25,11.75,8,1917,rainy,296.83,23.249870967741934,0.7629784943205795
76.25,11.75,8,1918,rainy,267.74,23.634951612903226,0.4113437199155693
76.25,11.75,8,1919,rainy,348.84,23.370048387096773,0.8908939270459258
76.25,11.75,8,1920,rainy,153.73,23.470129032258065,1.0803176305122943
76.25,11.75,8,1921,rainy,440.7,23.41491935483871,0.7642609403510272
76.25,11.75,8,1922,rainy,239.47,23.584709677419355,0.8441129147828655
76.25,11.75,8,1923,rainy,909.18,23.620064516129034,0.6496212709717295
76.25,11.75,8,1924,rainy,316.94,23.61032258064516,1.0077441271505645
76.25,11.75,8,1925,rainy,368.02,23.15458064516129,0.49240205619619093
76.25,11.75,8,1926,rainy,430.99,23.750451612903227,0.6812625455094227
76.25,11.75,8,1927,rainy,256.13,23.55516129032258,0.6102615339220933
76.25,11.75,8,1928,rainy,480.53,23.250177419354838,0.40990229625255603
76.25,11.75,8,1929,rainy,234.53,23.519806451612904,0.5326679653314271
76.25,11.75,8,1930,rainy,248.68,23.610225806451613,1.1167165772829266
76.25,11.75,8,1931,rainy,835.23,23.664887096774194,0.5202665776579898
76.25,11.75,8,1932,rainy,278.41,23.460048387096773,0.9648265764274144
76.25,11.75,8,1933,rainy,529.77,23.09490322580645,0.6868742900433675
76.25,11.75,8,1934,rainy,352.8,23.65482258064516,0.5581605734969568
76.25,11.75,8,1935,rainy,238.51,23.210064516129034,0.7516478313449669
76.25,11.75,8,1936,rainy,295.78000000000003,23.709870967741935,0.388466450025866
76.25,11.75,8,1937,rainy,213.7,24.034612903225806,0.5837413626723937
76.25,11.75,8,1938,rainy,298.97,23.315129032258064,0.5082055189215928
76.25,11.75,8,1939,rainy,446.14,23.46508064516129,0.9174229040885323
76.25,11.75,8,1940,rainy,457.6,23.255048387096775,0.6399156110357925
76.25,11.75,8,1941,rainy,473.64,24.335322580645162,0.6597662913030526
76.25,11.75,8,1942,rainy,390.33,23.505048387096775,0.8739824498127207
76.25,11.75,8,1943,rainy,147.67,23.625274193548385,0.5456609881405252
76.25,11.75,8,1944,rainy,196.5,24.105032258064515,0.8627267038821722
76.25,11.75,8,1945,rainy,281.54,23.69983870967742,0.5377413936564798
76.25,11.75,8,1946,rainy,603.31,23.305032258064514,0.6642243839682974
76.25,11.75,8,1947,rainy,508.88,23.490032258064517,0.5980864198352922
76.25,11.75,8,1948,rainy,608.49,23.660209677419356,0.7019994868729553
76.25,11.75,8,1949,rainy,352.16,23.769951612903224,0.462419711136227
76.25,11.75,8,1950,rainy,337.81,23.725161290322582,0.7280332912156416
76.25,11.75,8,1951,rainy,200.75,24.154887096774193,0.6631583359158081
76.25,11.75,8,1952,rainy,183.65,23.90009677419355,0.5047437868092889
76.25,11.75,8,1953,rainy,304.99,24.08025806451613,0.7587465965982729
76.25,11.75,8,1954,rainy,281.21,23.524725806451613,0.7144911340563725
76.25,11.75,8,1955,rainy,165.01,23.38983870967742,0.4425992993498139
76.25,11.75,8,1956,rainy,211.41,23.050048387096773,0.8824635908904754
76.25,11.75,8,1957,rainy,293.49,23.360370967741936,0.6892032956941655
76.25,11.75,8,1958,rainy,367.37,23.444870967741934,0.6783837528486605
76.25,11.75,8,1959,rainy,221.5,23.174774193548387,0.6650971713304964
76.25,11.75,8,1960,rainy,125.41,23.70525806451613,0.7166831455969894
76.25,11.75,8,1961,rainy,334.32,23.530209677419354,0.359325682684329
76.25,11.75,8,1962,rainy,599.66,23.820048387096772,0.8679018699795378
76.25,11.75,8,1963,rainy,257.23,24.040112903225808,0.4545664364658816
76.25,11.75,8,1964,rainy,560.65,23.544870967741936,0.9454758146716568
76.25,11.75,8,1965,rainy,164.46,23.945048387096776,0.9758698628645682
76.25,11.75,8,1966,rainy,159.93,24.19990322580645,0.5030834493294798
76.25,11.75,8,1967,rainy,249.71,23.619951612903225,0.5160058035015809
76.25,11.75,8,1968,rainy,207.54,23.669870967741936,0.9862215012168235
76.25,11.75,8,1969,rainy,257.98,22.95008064516129,1.1630770044496497
76.25,11.75,8,1970,rainy,286.41,23.600225806451615,0.5955103530965364
76.25,11.75,8,1971,rainy,315.64,23.25040322580645,0.5386182541057388
76.25,11.75,8,1972,rainy,139.52,24.084629032258064,0.46606993337448743
76.25,11.75,8,1973,rainy,258.86,23.519983870967742,0.44885289876660334
76.25,11.75,8,1974,rainy,314.28,23.82008064516129,0.5017367685811324
76.25,11.75,8,1975,rainy,413.91,23.584580645161292,0.5379635535482276
76.25,11.75,8,1976,rainy,361.19,23.695145161290323,0.6563138755395973
76.25,11.75,8,1977,rainy,190.45,24.425193548387096,0.45748423793283743
76.25,11.75,8,1978,rainy,381.11,24.06501612903226,0.4103643804366828
76.25,11.75,8,1979,rainy,343.82,23.924951612903225,1.4346202712148766
76.25,11.75,8,1980,rainy,190.81,23.959774193548387,0.3042793354444149
76.25,11.75,8,1981,rainy,471.15,23.849725806451612,0.5044345817961214
76.25,11.75,8,1982,rainy,325.37,24.15008064516129,0.48434469641592715
76.25,11.75,8,1983,rainy,310.14,24.200209677419355,0.3369469981612722
76.25,11.75,8,1984,rainy,176.17,24.179790322580644,0.45440798067730487
76.25,11.75,8,1985,rainy,201.05,24.00498387096774,0.4641791228227703
76.25,11.75,8,1986,rainy,275.85,23.87009677419355,0.8776576536379359
76.25,11.75,8,1987,rainy,209.98,24.770112903225808,0.35811866538149606
76.25,11.75,8,1988,rainy,196.08,24.22498387096774,0.49066681641535825
76.25,11.75,8,1989,rainy,126.23,24.21459677419355,0.6556990851927281
76.25,11.75,8,1990,rainy,266.17,23.880145161290322,0.7354576148397723
76.25,11.75,8,1991,rainy,167.31,23.800209677419353,0.5542787622095581
76.25,11.75,8,1992,rainy,257.03,24.030370967741934,0.7485204402435285
76.25,11.75,8,1993,rainy,281.76,24.42509677419355,0.6140558799131512
76.25,11.75,8,1994,rainy,145.3,24.21991935483871,0.7579554417067689
76.25,11.75,8,1995,rainy,196.07,24.430016129032257,1.3750717283343865
76.25,11.75,8,1996,rainy,157.32,23.979709677419354,0.573146240416201
76.25,11.75,8,1997,rainy,425.13,24.315193548387096,0.4185711743025182
76.25,11.75,8,1998,rainy,187.02,24.569903225806453,0.5152358265777405
76.25,11.75,8,1999,rainy,179.65,24.440161290322582,0.6913796398879654
76.25,11.75,8,2000,rainy,385.64,23.62974193548387,1.2632404354870304
76.25,11.75,8,2001,rainy,140.44,24.11040322580645,0.49900196090721627
76.25,11.75,8,2002,rainy,181.81,24.249693548387096,1.1601078231312478
76.25,11.75,8,2003,rainy,129.42,24.724951612903226,0.9462101542014747
76.25,11.75,8,2004,rainy,238.46,24.37001612903226,0.6538658818120499
76.25,11.75,8,2005,rainy,53.86,24.594935483870966,1.1787010346276354
76.25,11.75,8,2006,rainy,143.19,24.575064516129032,0.9911547788811419
76.25,11.75,8,2007,rainy,291.66,24.015016129032258,0.9776036644423867
76.25,11.75,8,2008,rainy,204.18,24.32,1.4246789111936764
76.25,11.75,8,2009,rainy,156.23,24.775193548387097,0.8904325697605197
76.25,11.75,8,2010,rainy,240.21,24.089935483870967,0.7340840976111604
76.25,11.75,8,2011,rainy,241.5,24.47514516129032,0.6265164828045683
76.25,11.75,8,2012,rainy,201.45,24.55474193548387,0.5202961315598347
76.25,11.75,8,2013,rainy,147.23,24.29032258064516,0.9476013010789144
76.25,11.75,8,2014,rainy,318.3,24.38485483870968,0.9293176187715044
76.25,11.75,8,2015,rainy,136.320301,25.224774193548388,0.5450665836805281
76.25,11.75,8,2016,rainy,101.72,24.89516129032258,0.5735859189795482
76.25,11.75,8,2017,rainy,165.87,23.031774193548387,0.7125442072684526
76.25,11.75,8,2018,rainy,665.18,21.985806451612902,1.3089169166236858
76.25,11.75,9,1870,rainy,183.790088,24.5225,0.14642639671579855
76.25,11.75,9,1871,rainy,206.549786,23.7795,0.34981559181354666
76.25,11.75,9,1872,rainy,340.01015,23.766333333333336,0.16132256898638736
76.25,11.75,9,1873,rainy,155.220371,23.554666666666666,0.14695227546509007
76.25,11.75,9,1874,rainy,196.559863,23.458,0.2577165978892051
76.25,11.75,9,1875,rainy,139.130566,23.63,0.5804495879384626
76.25,11.75,9,1876,rainy,238.7803,23.585166666666666,0.38467066821958945
76.25,11.75,9,1877,rainy,251.758466,23.664833333333334,0.22912853392249297
76.25,11.75,9,1878,rainy,428.730944,23.949666666666666,0.6716044650471471
76.25,11.75,9,1879,rainy,192.36005,23.23966666666667,0.6149074549563693
76.25,11.75,9,1880,rainy,126.870048,23.425,0.6509732766377986
76.25,11.75,9,1881,rainy,137.329945,23.8,0.7878587305541171
76.25,11.75,9,1882,rainy,195.5588777,23.6,0.6183228149181267
76.25,11.75,9,1883,rainy,123.0503281,23.77466666666667,0.47433062333132653
76.25,11.75,9,1884,rainy,206.828924,23.205333333333332,0.40576807400910353
76.25,11.75,9,1885,rainy,74.17044800000001,24.135166666666667,0.5085600587279079
76.25,11.75,9,1886,rainy,145.839811,23.484833333333334,0.5353076513643301
76.25,11.75,9,1887,rainy,171.340001,23.424666666666667,0.44200704732510504
76.25,11.75,9,1888,rainy,83.130254,24.189833333333333,0.8392957673296529
76.25,11.75,9,1889,rainy,352.220832,23.720333333333333,0.727699887616304
76.25,11.75,9,1890,rainy,89.599404,23.394666666666666,0.620124199647543
76.25,11.75,9,1891,rainy,63.559601,23.920166666666667,0.42696499762322704
76.25,11.75,9,1892,rainy,145.479218,23.245166666666666,0.5307313323391002
76.25,11.75,9,1893,rainy,208.31113,23.509833333333333,0.6848794046038873
76.25,11.75,9,1894,rainy,114.99941,23.355166666666666,0.3882150429082187
76.25,11.75,9,1895,rainy,98.740253,23.895,0.5670190503398239
76.25,11.75,9,1896,rainy,113.4895,24.37,0.5277842427512893
76.25,11.75,9,1897,rainy,157.45991,23.914666666666665,0.7071573537682438
76.25,11.75,9,1898,rainy,227.729547,23.52,0.557617159484645
76.25,11.75,9,1899,rainy,152.439684,24.064833333333333,0.7006123963255697
76.25,11.75,9,1900,rainy,230.24925,23.849999999999998,0.7125896797766146
76.25,11.75,9,1901,rainy,273.49,24.38533333333333,0.8414281100413836
76.25,11.75,9,1902,rainy,315.8,23.725166666666667,0.4621071179994385
76.25,11.75,9,1903,rainy,279.06,23.68,0.7801323384639567
76.25,11.75,9,1904,rainy,160.39,23.930333333333333,0.3966852598752551
76.25,11.75,9,1905,rainy,174.68,24.204666666666668,0.6330395794856762
76.25,11.75,9,1906,rainy,173.97,23.85,0.3701551398889482
76.25,11.75,9,1907,rainy,139.99,23.955166666666667,0.6497868792963949
76.25,11.75,9,1908,rainy,101.24,23.605,0.6255819359769671
76.25,11.75,9,1909,rainy,186.1,23.335,0.8883291173262614
76.25,11.75,9,1910,rainy,208.01,23.165,0.5371771684880392
76.25,11.75,9,1911,rainy,96.04,23.959833333333332,0.40539196301624103
76.25,11.75,9,1912,rainy,169.48,24.064666666666668,0.7368885347484231
76.25,11.75,9,1913,rainy,209.18,24.025333333333332,0.5122134747135813
76.25,11.75,9,1914,rainy,183.92000000000002,23.799833333333332,0.6453174617479224
76.25,11.75,9,1915,rainy,267.19,23.855,0.6657774817252488
76.25,11.75,9,1916,rainy,240.8,23.21,0.8803287003668888
