"nbsp" "sing.sp" "FRic" "qual.FRic" "FEve" "FDiv" "FDis" "RaoQ" "Year"
"59" 67 67 0.981477298808799 1 0.560806643489222 0.68575339640863 2.266842775326 6.50844343310398 "1850"
"60" 62 62 0.754304700392603 1 0.517068274564294 0.692893772068419 2.49537961868235 9.57613325830825 "2021"
"61" 67 67 1 1 0.637682347815151 0.762380499867317 2.52016880685776 7.7721019426925 "1850"
"62" 62 62 0.915764112803668 1 0.464982771528803 0.738917276479295 2.82181605051786 10.0672705353693 "2021"
"63" 67 67 0.972252992291458 1 0.565065106593156 0.711622798817204 2.49410227067941 8.32529542767948 "1850"
"64" 62 62 0.865671581813347 1 0.366415604452807 0.68548143266438 2.16354048197581 5.80402751270087 "2021"
"65" 67 67 0.999582184588666 1 0.651356891383482 0.77726030861779 2.87480205714965 10.3113781299957 "1850"
"66" 62 62 0.899063097996495 1 0.480805504268547 0.716083522039834 2.55201050175039 8.09244873421854 "2021"
"67" 67 67 0.988912917574393 1 0.685324012239327 0.783499998825705 2.58348658444086 8.5080334177503 "1850"
"68" 62 62 0.900891578863694 1 0.474225121693535 0.70365982864199 2.31764165505943 8.2395558508205 "2021"
"69" 67 67 0.992933646010238 1 0.617690793833018 0.738181523866013 2.60061821783337 8.62106403732808 "1850"
"70" 62 62 0.960394389127692 1 0.403243532679597 0.701832173547056 2.6464188047119 9.15970368626158 "2021"
"71" 67 67 1 1 0.547386287053985 0.727366529678771 2.39849401978681 7.47113115867934 "1850"
"72" 62 62 0.876615631504779 1 0.405907276247389 0.650079309160343 2.21852013808442 6.09650830316286 "2021"
"73" 67 67 0.916501773512305 1 0.610419386106176 0.751336590944979 2.74582979808157 11.1992749610629 "1850"
"74" 62 62 0.741732640587699 1 0.50951782280521 0.739991749271003 2.4619389911249 7.54738813282406 "2021"
"75" 67 67 0.61198877278762 1 0.681276437919207 0.710027961885725 2.43866395082303 7.61964540098874 "1850"
"76" 62 62 0.899814694721383 1 0.496767946176029 0.688930244210536 2.41814925477139 7.71572736558657 "2021"
"77" 67 67 0.999582184588666 1 0.684462365247389 0.783424683320526 3.00486673921738 11.8838223983931 "1850"
"78" 62 62 0.668544649144053 1 0.437469391586608 0.680693376679352 2.32049280771681 7.07325483937297 "2021"
"79" 67 67 0.999529429703735 1 0.591722025313461 0.740509958229583 2.53997322703459 8.05200775417919 "1850"
"80" 62 62 0.509523541145834 1 0.439570414902034 0.642648265285452 2.03687930760062 5.77482806092946 "2021"
"81" 67 67 0.991888792266873 1 0.576090931077402 0.757292803768116 2.74045146926861 9.47434192515013 "1850"
"82" 62 62 0.878129201886872 1 0.445084077837667 0.770855641735934 2.86677231238636 10.1150880455025 "2021"
"83" 67 67 0.990435582191558 1 0.623201116945209 0.730353654328782 2.69010944428502 9.75125137904085 "1850"
"84" 62 62 0.407578317813864 1 0.581071106679227 0.731296183743202 2.24078993796148 6.52304223260139 "2021"
"85" 67 67 1 1 0.61703141247781 0.730064588861829 2.73379369035735 10.5780924607766 "1850"
"86" 62 62 0.893407683722993 1 0.472188188562864 0.66429205698323 2.31912125293962 6.75887864293139 "2021"
"87" 67 67 0.990653629676281 1 0.650726368156994 0.726743225564601 2.56629534442225 8.35538700205588 "1850"
"88" 62 62 0.928345921888891 1 0.433452311517759 0.6321592296639 2.03671093819095 5.17306114940225 "2021"
"89" 67 67 1 1 0.537078529705187 0.690290638792739 2.38733658172849 7.62718003649514 "1850"
"90" 62 62 0.854360860291123 1 0.473152394800158 0.717596781602277 2.40266546250294 7.63884423146664 "2021"
"91" 67 67 0.988367918983142 1 0.636062289352089 0.78198417660886 2.79290333745142 10.0484834476431 "1850"
"92" 62 62 0.910771894625452 1 0.522829303227737 0.72944836482087 2.42188299640046 7.11989191679324 "2021"
"93" 67 67 0.999429243892226 1 0.614917455442847 0.690483348979209 2.30580509128173 6.73131637611231 "1850"
"94" 62 62 0.720374085926675 1 0.44160833454916 0.758655535175077 2.38730551093452 6.8578751498578 "2021"
"95" 67 67 0.822923766064969 1 0.632704662272812 0.714934681399929 2.58345349740103 9.10237972095829 "1850"
"96" 62 62 0.932201590084862 1 0.527814413536797 0.715910149232514 2.76720074581207 10.6274667373422 "2021"
"97" 67 67 0.999804535922701 1 0.606199311901007 0.724970038371398 2.58221938958616 8.68391231382601 "1850"
"98" 62 62 0.862343991655423 1 0.53481603556836 0.693185566229614 2.56843641157475 9.51691334560295 "2021"
"99" 67 67 0.992933646010238 1 0.553982567812763 0.669795135931372 2.20601933579733 5.98650490703724 "1850"
"100" 62 62 0.841970514867653 1 0.323018199160773 0.559938896354941 1.9281450108632 5.0138519918773 "2021"
"101" 67 67 0.98009780053174 1 0.669732014448182 0.663450657084834 2.41466582240731 7.98594735559022 "1850"
"102" 62 62 0.404794241713006 1 0.594584722467379 0.800764319037528 2.60764888990544 8.05181613144517 "2021"
"103" 67 67 0.999098709304635 1 0.578021783336426 0.772254598710475 2.54923229399496 7.75105850747814 "1850"
"104" 62 62 0.624218661066659 1 0.417245861519396 0.663199078439032 1.99769219691537 5.38817618744306 "2021"
"105" 67 67 0.993373186208265 1 0.536271867049159 0.649518253564172 2.21578775657247 6.37596846483352 "1850"
"106" 62 62 0.357340260319828 1 0.367839790570847 0.706534293922465 2.06051829248529 4.96160312406513 "2021"
"107" 67 67 0.931993621529274 1 0.657918525950993 0.750725925835492 2.7625794679892 10.8085117265797 "1850"
"108" 62 62 0.52494232581093 1 0.394911636620983 0.688368398889512 2.23870454990005 5.87173304954695 "2021"
"109" 67 67 0.972252992291458 1 0.622230012037984 0.687174564083831 2.36145411507682 7.45991365114247 "1850"
"110" 62 62 0.866853091494401 1 0.419691461671257 0.759292998657948 2.93067922396072 10.9665239769831 "2021"
"111" 67 67 0.981477298808799 1 0.595226936202651 0.758465582307617 2.7935040964933 10.8452560399509 "1850"
"112" 62 62 0.37034654158018 1 0.486023493839491 0.721905205526656 2.29023072472089 6.40054918864939 "2021"
"113" 67 67 0.934428014595411 1 0.566567437785546 0.67975403847193 2.41074138397094 7.3487899189513 "1850"
"114" 62 62 0.957424616777318 1 0.415879570660058 0.767932406179631 2.59334029208999 8.14316575421654 "2021"
"115" 67 67 0.981965269010663 1 0.635170739332688 0.706858612190169 2.37783727169744 6.81928867466805 "1850"
"116" 62 62 0.734094059306884 1 0.527109367224653 0.816365067783154 3.45493432789753 16.6242477446191 "2021"
"117" 67 67 0.981477298808799 1 0.641064095864475 0.731248140756895 2.71034912073016 10.5383367437781 "1850"
"118" 62 62 0.940614707391871 1 0.397101793150254 0.645735316501102 1.87134107216398 4.59172845515456 "2021"
"119" 67 67 0.972213930620652 1 0.642318094767742 0.651152342506751 2.56789378784181 9.71500801204805 "1850"
"120" 62 62 0.52680824499457 1 0.559752403858774 0.766058565270926 2.54005809369443 8.03160531545903 "2021"
"121" 67 67 0.998610745461397 1 0.644523817794744 0.729356150921909 2.78637299685562 11.3307566327289 "1850"
"122" 62 62 0.881378384186972 1 0.57279581235021 0.689793338118981 2.48673905366631 7.83449775082086 "2021"
"123" 67 67 0.93829953376678 1 0.608765331280183 0.775301780035635 2.85980018062946 10.6098039166672 "1850"
"124" 62 62 0.779947866281217 1 0.381607803307228 0.64113174997753 2.23663265219998 7.25916913031077 "2021"
"125" 67 67 0.998024191635048 1 0.555189913214728 0.693186016457399 2.2297323330379 6.48522692763622 "1850"
"126" 62 62 0.860199205872956 1 0.454150852829065 0.775488379795557 2.58661041818655 9.35427856653068 "2021"
"127" 67 67 0.993224323807338 1 0.658172418523807 0.758965577527887 2.90099771294085 10.8496784668788 "1850"
"128" 62 62 0.862368956391825 1 0.482897220094911 0.796203649479808 2.85601543051505 9.88041430514018 "2021"
"129" 67 67 1 1 0.62602820061204 0.758985764661987 2.93492956047739 11.2540190648745 "1850"
"130" 62 62 0.885630345774475 1 0.550401377137416 0.79308118539284 3.08154327809342 12.6324865732837 "2021"
"131" 67 67 0.986078059604971 1 0.625893840377041 0.772209034603047 2.80547001783335 9.93889012898502 "1850"
"132" 62 62 0.549474292428244 1 0.411335061814915 0.636824977977286 2.02433980798924 5.66092497719265 "2021"
"133" 67 67 0.990653629676281 1 0.563461669966417 0.708352145927637 2.324640194557 6.65647982180272 "1850"
"134" 62 62 0.908775221900336 1 0.52575979976624 0.595270741035512 2.12932262372433 6.42936689599321 "2021"
"135" 67 67 0.999098709304635 1 0.685890108167665 0.747424337289517 2.84764261493439 11.0179234448264 "1850"
"136" 62 62 0.577649634530533 1 0.58825148704738 0.749601510628538 2.58928411596636 8.80199093556561 "2021"
"137" 67 67 0.98610722438592 1 0.689576654208182 0.748537936079382 2.92487059045523 11.8663453854315 "1850"
"138" 62 62 0.715039279347298 1 0.507645798622687 0.782374117091122 2.79639335269799 9.82741279118822 "2021"
"139" 67 67 0.981965269010663 1 0.607349418988706 0.777330045236537 2.82388597543795 11.1400700702438 "1850"
"140" 62 62 0.910039517182491 1 0.496209727449956 0.751194777541516 2.97814779353195 11.0477262743214 "2021"
"141" 67 67 0.751794481373051 1 0.567876244717642 0.696056924211539 2.27463171069277 6.65893235524157 "1850"
"142" 62 62 0.886242881960562 1 0.521222793644448 0.711759758568954 2.67584138459106 9.92551131256298 "2021"
"143" 67 67 0.999519482865444 1 0.61905609586524 0.712655498335127 2.47585243415802 7.83301401281191 "1850"
"144" 62 62 0.810846092380323 1 0.38181460610181 0.792605301075862 2.76277725587876 10.189614913294 "2021"
"145" 67 67 0.977755663645293 1 0.595701176573745 0.679625690563949 2.50873687396865 8.76604502318657 "1850"
"146" 62 62 0.877406196253841 1 0.472289002088332 0.731943259797299 2.36697396021826 6.79504568211228 "2021"
"147" 67 67 0.992933646010238 1 0.605031415137535 0.747280894826329 2.72773851714672 9.35559978938113 "1850"
"148" 62 62 0.463456720793037 1 0.50616497842292 0.79774076007158 2.48911463669853 7.35244904565269 "2021"
"149" 67 67 0.999902809868048 1 0.585876508321602 0.701804728817195 2.38303989299188 7.23484387590523 "1850"
"150" 62 62 0.924536296410125 1 0.521386507306181 0.677416797915836 2.3834827325885 7.33143045768593 "2021"
"151" 67 67 0.822923766064969 1 0.634570591675151 0.674046315743278 2.32239853829577 7.55099554482325 "1850"
"152" 62 62 0.833661117713849 1 0.473731709918746 0.824953269169656 2.97244103151766 11.4941882032656 "2021"
"153" 67 67 0.982990016999229 1 0.570525196143361 0.679315643576823 2.18244956707759 6.29259803468492 "1850"
"154" 62 62 0.904439358260106 1 0.401283318092176 0.746890032503919 2.68669164716233 9.12581618288735 "2021"
"155" 67 67 0.99079605708197 1 0.553467214118496 0.673759790654559 2.15157820300687 5.71685420132793 "1850"
"156" 62 62 0.783235650092797 1 0.524843582996253 0.726658196906767 2.58435084428003 9.7882813877686 "2021"
"157" 67 67 0.987294503504236 1 0.557528879841589 0.65381188048651 2.32668536106698 7.14951469608602 "1850"
"158" 62 62 0.50062989152026 1 0.501849179486674 0.754966239997964 2.50402108154316 7.64715049070885 "2021"
"159" 67 67 0.815565680178565 1 0.63120407895309 0.704193693460026 2.56237586308473 9.27860351761421 "1850"
"160" 62 62 0.678358096289496 1 0.525957687114982 0.718049501475444 2.5067374597019 7.99234745579896 "2021"
"161" 67 67 0.986078059604971 1 0.692403418006688 0.739769422472104 2.64858249502212 8.93756051469004 "1850"
"162" 62 62 0.562959719609402 1 0.535819704133681 0.694045651009865 2.15522930417808 7.13019095607114 "2021"
"163" 67 67 0.980453299801125 1 0.668233249747846 0.760203460241938 2.6563291718241 8.57161449029265 "1850"
"164" 62 62 0.638598617867513 1 0.510457760847725 0.761297699651787 2.24096377602753 6.56728887753669 "2021"
"165" 67 67 0.98009780053174 1 0.586595628328663 0.756727087440571 2.82163288945757 10.500412749409 "1850"
"166" 62 62 0.935686650918039 1 0.572612069165016 0.744956313505946 2.7072447150776 9.76783790747915 "2021"
"167" 67 67 0.98730738814056 1 0.602565542654619 0.695177531423482 2.41856057314761 7.21342365237694 "1850"
"168" 62 62 0.298174570399517 1 0.531342092553859 0.582514550437121 1.85338022928743 5.18914993524183 "2021"
"169" 67 67 0.998024191635048 1 0.6593767972287 0.760199937258353 2.91690906545931 11.7374117741755 "1850"
"170" 62 62 0.848899889737901 1 0.536804076478175 0.757922611914942 2.96613286264641 10.9542942517983 "2021"
"171" 67 67 0.999529429703735 1 0.555197069069765 0.740419745934437 2.41347014985185 7.15238685197334 "1850"
"172" 62 62 0.712043402818621 1 0.518485923918577 0.793696362513384 2.77514535772748 9.84042771402689 "2021"
"173" 67 67 1 1 0.567808898348636 0.777301772866892 2.70944036480542 9.13911111496276 "1850"
"174" 62 62 0.571348054775525 1 0.47964776545722 0.692179544878045 2.313268792159 6.3896565284841 "2021"
"175" 67 67 0.953784915154511 1 0.579177034241908 0.724258037839408 2.45969781070199 8.71848633994488 "1850"
"176" 62 62 0.895963423810098 1 0.431378946198209 0.765696114077753 2.43045399366268 7.68633373188599 "2021"
"177" 67 67 0.988367918983142 1 0.650339549980249 0.77447906232989 2.95045675675471 11.3553630909843 "1850"
"178" 62 62 0.831979028934225 1 0.46092445819308 0.677903193226628 2.2261034584221 6.43494831084184 "2021"
"179" 67 67 0.977755663645293 1 0.63144377335096 0.772664068982212 3.05362346010137 12.1110765483499 "1850"
"180" 62 62 0.479755402853564 1 0.445657717102419 0.698486090208657 2.33803499351761 7.18657338943071 "2021"
"181" 67 67 1 1 0.57120134571676 0.688342313342681 2.48570918198204 8.28936883201303 "1850"
"182" 62 62 0.481219553652176 1 0.417044213153333 0.725368119170285 2.36929915467335 6.79185484559983 "2021"
"183" 67 67 0.98610722438592 1 0.543687069126669 0.675853480012298 2.24205251590509 6.36959081100355 "1850"
"184" 62 62 0.748055882373879 1 0.515179684981003 0.704245059620187 2.35902451366657 7.07323512100384 "2021"
"185" 67 67 0.991888792266873 1 0.513556829631839 0.742071448176324 2.52868567926517 7.82287338255243 "1850"
"186" 62 62 0.939890758600392 1 0.389205172684892 0.665760657256223 2.38695786349604 7.79006747150681 "2021"
"187" 67 67 1 1 0.644754731955569 0.70250523603138 2.5075832588694 8.83321110377483 "1850"
"188" 62 62 0.764245997386104 1 0.433506111065976 0.643575221592522 1.99810146642852 5.51757625310762 "2021"
"189" 67 67 0.995136819331123 1 0.643600089661146 0.784659427326197 3.00842645105543 12.4549023273842 "1850"
"190" 62 62 0.882534347622134 1 0.520470455460063 0.731466269628664 2.32855114900365 7.23701145832666 "2021"
"191" 67 67 1 1 0.524442844567408 0.717779913246794 2.44024047980655 7.81795247964908 "1850"
"192" 62 62 0.899328653311077 1 0.477052595954306 0.70549155600652 2.30584801500558 6.61014749796418 "2021"
"193" 67 67 0.902872514944829 1 0.683013274625202 0.789468147461322 2.77915413515472 9.66982302269091 "1850"
"194" 62 62 0.57030470544015 1 0.565757692805655 0.700350674344118 2.64615831843412 9.74977061895614 "2021"
"195" 67 67 0.981477298808799 1 0.647009828674728 0.725829796620948 2.55310587114503 8.87872262669148 "1850"
"196" 62 62 0.478411887626634 1 0.503575391021371 0.696288364558286 2.36077168678537 8.18085262993084 "2021"
"197" 67 67 0.972252992291458 1 0.593525241215206 0.758105325246126 2.75522429351834 9.39100196186784 "1850"
"198" 62 62 0.37961103342518 1 0.425852665841097 0.72149584498816 2.32513761473831 6.71205015005203 "2021"
"199" 67 67 0.931993621529274 1 0.709347795405783 0.78496093174711 2.97305427509493 11.5962318279135 "1850"
"200" 62 62 0.585439247247073 1 0.491586888477462 0.774529816746117 2.76645518447516 9.4118856529815 "2021"
"201" 67 67 0.987294503504236 1 0.64390988256728 0.7263453026856 2.48773889425609 7.82680492021655 "1850"
"202" 62 62 0.552753805447958 1 0.616396256772487 0.762080798818493 2.67124620045075 9.37258711579165 "2021"
"203" 67 67 0.999069152030793 1 0.596984728300388 0.716578149318767 2.86999583586816 12.0874352610585 "1850"
"204" 62 62 0.390396826470863 1 0.423122803563372 0.741473875332297 2.45246678278816 6.88066408708191 "2021"
"205" 67 67 0.977947137922241 1 0.623584512453523 0.730961068807286 2.67809927223884 10.1374977375723 "1850"
"206" 62 62 0.599081080861992 1 0.623820193843437 0.788259900976098 2.95197044466721 11.0797749023498 "2021"
"207" 67 67 1 1 0.622453757647817 0.725527368951345 2.59620878733332 9.52780503984915 "1850"
"208" 62 62 0.64353509883259 1 0.475500307199101 0.716636392628892 2.27530409666708 6.45078121484412 "2021"
"209" 67 67 0.98009780053174 1 0.591118293645075 0.737135941043144 2.45248615727175 7.6724145840971 "1850"
"210" 62 62 0.361051916904918 1 0.47683926101621 0.713581978109259 2.01111914415103 5.12069218263553 "2021"
"211" 67 67 0.982990016999229 1 0.58965360782006 0.697735977368196 2.56358017483917 9.28722837799572 "1850"
"212" 62 62 0.640332964250386 1 0.451586907879884 0.722841644190459 2.32103900706214 6.20036674010712 "2021"
"213" 67 67 0.999519482865444 1 0.60836019287957 0.696560570418324 2.5336625191237 8.13184225306939 "1850"
"214" 62 62 0.838904067423949 1 0.482452434585144 0.781761733607807 2.64407834234996 8.55756165914655 "2021"
"215" 67 67 0.999837250684504 1 0.666001049319309 0.744958816675422 2.74316414257854 9.5186233905519 "1850"
"216" 62 62 0.903405699293452 1 0.492263862399264 0.691680851888304 2.54115615474082 9.23539205677583 "2021"
"217" 67 67 1 1 0.61622590004133 0.738504453147425 2.45427639758894 7.81731940047949 "1850"
"218" 62 62 0.771102506033083 1 0.520711779332537 0.730841847072767 2.58531935935645 9.9780663240783 "2021"
"219" 67 67 0.999837250684504 1 0.591920645879051 0.719709161762079 2.55363737365356 8.74230964393181 "1850"
"220" 62 62 0.551918029011883 1 0.480845796983902 0.751484099303104 2.497839660342 7.73496847013738 "2021"
"221" 67 67 0.999828307565569 1 0.623987815702159 0.727270958704209 2.59026191713198 8.81849585233087 "1850"
"222" 62 62 0.594320450742391 1 0.450862188856197 0.792652139517826 3.3084445920221 15.1658685956569 "2021"
"223" 67 67 0.987294503504236 1 0.633842396619087 0.736723551178136 2.686848517674 9.47398038969591 "1850"
"224" 62 62 0.674089258561152 1 0.36653084695936 0.703547739713068 2.60890930652279 8.30685198889647 "2021"
"225" 67 67 0.999973837150712 1 0.559877218864394 0.683120336595323 2.34467119671414 6.83445304453277 "1850"
"226" 62 62 0.409949391665931 1 0.429295748230685 0.759708310439793 2.19190115703975 6.77886692157594 "2021"
"227" 67 67 0.98730738814056 1 0.601320736453394 0.675312123937405 2.52611825374529 8.7913423777211 "1850"
"228" 62 62 0.918662339812055 1 0.505991609618353 0.824446626415686 2.91417526665062 9.89310345201748 "2021"
"229" 67 67 0.916501773512305 1 0.562369491529812 0.716192895533141 2.45724800085794 8.30614821647054 "1850"
"230" 62 62 0.383085583456447 1 0.548055842085498 0.754585954271644 2.56506032705788 9.54169737523749 "2021"
"231" 67 67 0.999098709304635 1 0.689611098179948 0.731583272374888 2.43250892366622 7.24442225308972 "1850"
"232" 62 62 0.494221395162443 1 0.432724821657091 0.754060227338685 2.35634557218485 6.5744967672693 "2021"
"233" 67 67 0.981965269010663 1 0.569446797592705 0.66890182649812 2.08098930457897 6.44377151372736 "1850"
"234" 62 62 0.858956779352912 1 0.517725761304891 0.707894138400268 2.60850007568736 9.40955015573864 "2021"
"235" 67 67 1 1 0.564606418485846 0.715492600018436 2.45836364997539 8.12652104870283 "1850"
"236" 62 62 0.916946452303227 1 0.521825690406421 0.691084323873239 2.22202612631035 6.11231952912052 "2021"
"237" 67 67 1 1 0.552402434514092 0.736563468225635 2.49631947248735 7.88438728475744 "1850"
"238" 62 62 0.933951593694633 1 0.485566485578473 0.697484752505636 2.33515704605821 7.33942603592195 "2021"
"239" 67 67 0.977755663645293 1 0.58032043359933 0.70933543535818 2.36015648844682 7.60885900922521 "1850"
"240" 62 62 0.509717361736227 1 0.412592140203575 0.777034570478747 3.47636069974572 16.9810427321701 "2021"
"241" 67 67 1 1 0.624084783415661 0.701517007082165 2.45222002950951 7.64399937684021 "1850"
"242" 62 62 0.927415299201655 1 0.574657319103662 0.756877586308575 2.54595873465988 10.0228780720774 "2021"
"243" 67 67 0.972252992291458 1 0.660258062741706 0.783925064874314 3.07520252143664 12.1088449171362 "1850"
"244" 62 62 0.3819608445774 1 0.507810850776976 0.658325352513534 2.15253393501434 6.21515358028355 "2021"
"245" 67 67 0.998024191635048 1 0.609059530693546 0.766974768039658 2.73639684689396 10.7213104338136 "1850"
"246" 62 62 0.811689323156627 1 0.474700460917722 0.743923923164314 2.59257043062029 8.0974617177584 "2021"
"247" 67 67 0.993224323807338 1 0.624714232933811 0.72081157763504 2.67520467257609 9.14891948948171 "1850"
"248" 62 62 0.858665632220341 1 0.541714592936142 0.657763784933677 2.34700456775648 7.472573529454 "2021"
"249" 67 67 0.998024191635048 1 0.571041711108806 0.713636008510017 2.39076546196841 7.81307123398024 "1850"
"250" 62 62 0.834250731605341 1 0.610842446127547 0.688012721412737 2.54228711211171 8.96927001949076 "2021"
"251" 67 67 0.990435582191558 1 0.619980975423367 0.735084514728903 2.89372670385749 12.1342545276206 "1850"
"252" 62 62 0.530626689484276 1 0.395222790287961 0.717768982488317 2.12587771595304 6.24113926323644 "2021"
"253" 67 67 0.999429243892226 1 0.599191498285924 0.719870367508119 2.49242854129946 8.19250283924258 "1850"
