years,sd_lwr,PXt,sd_upr,PXt_min,PXt_max,scientific_name
1973,0.846918781,0.879914509,0.912910237,0.581556195,1,Cyornis pallidipes
1974,0.842214922,0.87578991,0.909364898,0.570215849,1,Cyornis pallidipes
1975,0.837618728,0.871684645,0.905750561,0.55909664,1,Cyornis pallidipes
1976,0.833164645,0.867598623,0.902032601,0.548194256,1,Cyornis pallidipes
1977,0.828590412,0.863531754,0.898473097,0.537504468,1,Cyornis pallidipes
1978,0.824038839,0.859483949,0.89492906,0.527023131,1,Cyornis pallidipes
1979,0.819507419,0.855455118,0.891402817,0.51674618,1,Cyornis pallidipes
1980,0.815152712,0.851445172,0.887737633,0.506669629,1,Cyornis pallidipes
1981,0.810728411,0.847454023,0.884179635,0.496789571,1,Cyornis pallidipes
1982,0.806380404,0.843481582,0.880582761,0.487102175,1,Cyornis pallidipes
1983,0.802124857,0.839527763,0.876930668,0.477603682,1,Cyornis pallidipes
1984,0.79778388,0.835592476,0.873401072,0.46829041,1,Cyornis pallidipes
1985,0.793395744,0.831675636,0.869955529,0.459158747,1,Cyornis pallidipes
1986,0.789206144,0.827777157,0.86634817,0.450205152,1,Cyornis pallidipes
1987,0.784980323,0.823896951,0.86281358,0.441426151,1,Cyornis pallidipes
1988,0.780757437,0.820034934,0.859312432,0.432818341,1,Cyornis pallidipes
1989,0.776482996,0.816191021,0.855899045,0.424378384,1,Cyornis pallidipes
1990,0.772419738,0.812365125,0.852310513,0.416103005,1,Cyornis pallidipes
1991,0.768270164,0.808557164,0.848844164,0.407988997,1,Cyornis pallidipes
1992,0.764299589,0.804767052,0.845234515,0.400033211,1,Cyornis pallidipes
1993,0.760353404,0.800994707,0.841636009,0.392232564,1,Cyornis pallidipes
1994,0.756403167,0.797240044,0.83807692,0.384584029,1,Cyornis pallidipes
1995,0.752361295,0.793502981,0.834644667,0.37708464,1,Cyornis pallidipes
1996,0.748361906,0.789783436,0.831204966,0.36973149,1,Cyornis pallidipes
1997,0.744483739,0.786081326,0.827678913,0.362521726,1,Cyornis pallidipes
1998,0.740575696,0.78239657,0.824217443,0.355452552,1,Cyornis pallidipes
1999,0.736537625,0.778729086,0.820920547,0.348521227,1,Cyornis pallidipes
2000,0.732662951,0.775078793,0.817494635,0.341725063,1,Cyornis pallidipes
2001,0.728840975,0.771445611,0.814050248,0.335061424,1,Cyornis pallidipes
2002,0.875872083,0.902864385,0.929856687,0.667530712,1,Cyornis pallidipes
2003,0.944421215,0.958717364,0.973013512,0.833765356,1,Cyornis pallidipes
2004,0.938423359,0.954223376,0.970023393,0.817506932,1,Cyornis pallidipes
2005,0.932527256,0.949750454,0.966973652,0.801565547,1,Cyornis pallidipes
2006,0.926820402,0.945298499,0.963776595,0.785935018,1,Cyornis pallidipes
2007,0.921273651,0.940867412,0.960461173,0.770609285,1,Cyornis pallidipes
2008,0.915805276,0.936457096,0.957108916,0.755582404,1,Cyornis pallidipes
2009,0.910327035,0.932067453,0.953807871,0.740848548,1,Cyornis pallidipes
2010,0.905141816,0.927698387,0.950254959,0.726402001,1,Cyornis pallidipes
2011,0.899795261,0.923349801,0.946904341,0.712237162,1,Cyornis pallidipes
2012,0.894608157,0.919021599,0.943435041,0.698348537,1,Cyornis pallidipes
2013,0.889484394,0.914713685,0.939942976,0.684730741,1,Cyornis pallidipes
2014,0.884529786,0.910425965,0.936322143,0.671378491,1,Cyornis pallidipes
2015,0.87958602,0.906158343,0.932730666,0.658286611,1,Cyornis pallidipes
2016,0.874634896,0.901910726,0.929186555,0.645450022,1,Cyornis pallidipes
2017,0.869750489,0.897683019,0.925615549,0.632863746,1,Cyornis pallidipes
2018,0.864905103,0.89347513,0.922045157,0.620522903,1,Cyornis pallidipes
2019,0.860173439,0.889286965,0.918400492,0.608422707,1,Cyornis pallidipes
2020,0.855413513,0.885118433,0.914823352,0.596558464,1,Cyornis pallidipes
2021,0.850774965,0.88096944,0.911163915,0.584925574,1,Cyornis pallidipes
2022,0.846095989,0.876839896,0.907583802,0.573519525,1,Cyornis pallidipes
2023,0.841461617,0.872729709,0.903997801,0.562335894,1,Cyornis pallidipes
2024,0.836875149,0.868638788,0.900402427,0.551370344,1,Cyornis pallidipes
2025,0.832255139,0.864567044,0.896878949,0.540618623,1,Cyornis pallidipes
2026,0.827843306,0.860514386,0.893185465,0.53007656,1,Cyornis pallidipes
2027,0.823376945,0.856480725,0.889584504,0.519740067,1,Cyornis pallidipes
2028,0.818930412,0.852465971,0.88600153,0.509605135,1,Cyornis pallidipes
2029,0.814440985,0.848470037,0.882499089,0.499667835,1,Cyornis pallidipes
2030,0.810105485,0.844492834,0.878880182,0.489924312,1,Cyornis pallidipes
2002,1,1,1,1,1,Curruca crassirostris
2003,0.988266863,0.9953125,1.002358137,0.9805,1,Curruca crassirostris
2004,0.980732406,0.990646973,1.000561539,0.96138025,1,Curruca crassirostris
2005,0.97388908,0.986003315,0.99811755,0.942633335,1,Curruca crassirostris
2006,0.967417647,0.981381424,0.995345201,0.924251985,1,Curruca crassirostris
2007,0.961179128,0.976781199,0.99238327,0.906229071,1,Curruca crassirostris
2008,0.955278194,0.972202537,0.98912688,0.888557604,1,Curruca crassirostris
2009,0.94947185,0.967645338,0.985818826,0.871230731,1,Curruca crassirostris
2010,0.943779317,0.9631095,0.982439684,0.854241732,1,Curruca crassirostris
2011,0.938094266,0.958594924,0.979095583,0.837584018,1,Curruca crassirostris
2012,0.932510287,0.954101511,0.975692735,0.82125113,1,Curruca crassirostris
2013,0.927081582,0.94962916,0.972176737,0.805236733,1,Curruca crassirostris
2014,0.921737915,0.945177773,0.968617631,0.789534616,1,Curruca crassirostris
2015,0.916364029,0.940747252,0.965130476,0.774138691,1,Curruca crassirostris
2016,0.911137949,0.9363375,0.96153705,0.759042987,1,Curruca crassirostris
2017,0.905854565,0.931948418,0.95804227,0.744241649,1,Curruca crassirostris
2018,0.900688537,0.927579909,0.954471282,0.729728937,1,Curruca crassirostris
2019,0.895519797,0.923231879,0.95094396,0.715499222,1,Curruca crassirostris
2020,0.890555699,0.918904229,0.94725276,0.701546987,1,Curruca crassirostris
2021,0.885590168,0.914596866,0.943603563,0.687866821,1,Curruca crassirostris
2022,0.88053423,0.910309693,0.940085155,0.674453418,1,Curruca crassirostris
2023,0.875692809,0.906042616,0.936392424,0.661301577,1,Curruca crassirostris
2024,0.870907957,0.901795541,0.932683125,0.648406196,1,Curruca crassirostris
2025,0.866101981,0.897568375,0.929034769,0.635762275,1,Curruca crassirostris
2026,0.861237523,0.893361023,0.925484522,0.623364911,1,Curruca crassirostris
2027,0.856527749,0.889173393,0.921819038,0.611209295,1,Curruca crassirostris
2028,0.851747627,0.885005393,0.918263159,0.599290714,1,Curruca crassirostris
2029,0.847067205,0.88085693,0.914646656,0.587604545,1,Curruca crassirostris
2030,0.842416349,0.876727913,0.911039478,0.576146256,1,Curruca crassirostris
1870,1,1,1,1,1,Culicicapa ceylonensis
1871,0.98820956,0.9953125,1.00241544,0.9805,1,Culicicapa ceylonensis
1872,0.980647328,0.990646973,1.000646617,0.96138025,1,Culicicapa ceylonensis
1873,0.999339343,0.999719409,1.000099475,0.998069013,1,Culicicapa ceylonensis
1874,0.988059046,0.995033224,1.002007403,0.978606667,1,Culicicapa ceylonensis
1875,0.980441261,0.990369006,1.000296751,0.959523837,1,Culicicapa ceylonensis
1876,0.999332266,0.99971107,1.000089874,0.997976192,1,Culicicapa ceylonensis
1877,0.987962948,0.995024925,1.002086901,0.978515656,1,Culicicapa ceylonensis
1878,0.980331245,0.990360745,1.000390245,0.959434601,1,Culicicapa ceylonensis
1879,0.973525984,0.985718429,0.997910874,0.940725626,1,Culicicapa ceylonensis
1880,0.967084915,0.981097874,0.995110833,0.922381476,1,Culicicapa ceylonensis
1881,0.998812777,0.999432936,1.000053096,0.996119074,1,Culicicapa ceylonensis
1882,0.987707892,0.994748094,1.001788297,0.976694752,1,Culicicapa ceylonensis
1883,0.980194414,0.990085213,0.999976011,0.957649204,1,Culicicapa ceylonensis
1884,0.973450849,0.985444188,0.997437527,0.938975045,1,Culicicapa ceylonensis
1885,0.96705732,0.980824919,0.994592517,0.920665031,1,Culicicapa ceylonensis
1886,0.960869754,0.976227302,0.99158485,0.902712063,1,Culicicapa ceylonensis
1887,0.954867712,0.971651236,0.988434761,0.885109178,1,Culicicapa ceylonensis
1888,0.949018112,0.967096621,0.98517513,0.867849549,1,Culicicapa ceylonensis
1889,0.943383322,0.962563356,0.981743389,0.850926483,1,Culicicapa ceylonensis
1890,0.937718114,0.95805134,0.978384566,0.834333416,1,Culicicapa ceylonensis
1891,0.932227822,0.953560474,0.974893127,0.818063915,1,Culicicapa ceylonensis
1892,0.926821234,0.94909066,0.971360085,0.802111668,1,Culicicapa ceylonensis
1893,0.921500509,0.944641797,0.967783085,0.786470491,1,Culicicapa ceylonensis
1894,0.916219993,0.940213789,0.964207585,0.771134316,1,Culicicapa ceylonensis
1895,0.910965377,0.935806537,0.960647696,0.756097197,1,Culicicapa ceylonensis
1896,0.905759487,0.931419943,0.9570804,0.741353302,1,Culicicapa ceylonensis
1897,0.900670693,0.927053912,0.953437132,0.726896912,1,Culicicapa ceylonensis
1898,0.895634334,0.922708347,0.94978236,0.712722423,1,Culicicapa ceylonensis
1899,0.890682186,0.918383152,0.946084118,0.698824335,1,Culicicapa ceylonensis
1900,0.885708999,0.914078231,0.942447463,0.685197261,1,Culicicapa ceylonensis
1901,0.995297299,0.997422347,0.999547395,0.984259863,1,Culicicapa ceylonensis
1902,0.985360167,0.99274693,1.000133693,0.965066796,1,Culicicapa ceylonensis
1903,0.977798972,0.988093428,0.998387885,0.946247993,1,Culicicapa ceylonensis
1904,0.990435095,0.994939707,0.999444319,0.973123997,1,Culicicapa ceylonensis
1905,0.981907575,0.990275927,0.998644279,0.954148079,1,Culicicapa ceylonensis
1906,0.974635582,0.985634009,0.996632436,0.935542191,1,Culicicapa ceylonensis
1907,0.967949558,0.981013849,0.994078141,0.917299118,1,Culicicapa ceylonensis
1908,0.961708189,0.976415347,0.991122505,0.899411786,1,Culicicapa ceylonensis
1909,0.955687819,0.9718384,0.987988981,0.881873256,1,Culicicapa ceylonensis
1910,0.949717287,0.967282908,0.984848528,0.864676727,1,Culicicapa ceylonensis
1911,0.943967359,0.962748769,0.981530179,0.847815531,1,Culicicapa ceylonensis
1912,0.938372362,0.958235884,0.978099406,0.831283128,1,Culicicapa ceylonensis
1913,0.932778744,0.953744153,0.974709563,0.815073107,1,Culicicapa ceylonensis
1914,0.927232882,0.949273478,0.971314074,0.799179182,1,Culicicapa ceylonensis
1915,0.921762621,0.944823758,0.967884895,0.783595188,1,Culicicapa ceylonensis
1916,0.916502883,0.940394897,0.964286911,0.768315081,1,Culicicapa ceylonensis
1917,0.911302834,0.935986796,0.960670758,0.753332937,1,Culicicapa ceylonensis
1918,0.996426567,0.998079604,0.999732641,0.987666647,1,Culicicapa ceylonensis
1919,0.986193523,0.993401106,1.000608688,0.968407147,1,Culicicapa ceylonensis
1920,0.994079496,0.99719547,1.000311444,0.984203574,1,Culicicapa ceylonensis
1921,0.984924633,0.992521116,1.000117599,0.965011604,1,Culicicapa ceylonensis
1922,0.977578044,0.987868673,0.998159303,0.946193878,1,Culicicapa ceylonensis
1923,0.970871267,0.983238039,0.995604811,0.927743097,1,Culicicapa ceylonensis
1924,0.964521445,0.978629111,0.992736777,0.909652107,1,Culicicapa ceylonensis
1925,0.95850586,0.974041787,0.989577713,0.891913891,1,Culicicapa ceylonensis
1926,0.952581604,0.969475966,0.986370328,0.87452157,1,Culicicapa ceylonensis
1927,0.946791745,0.964931547,0.983071349,0.857468399,1,Culicicapa ceylonensis
1928,0.941024764,0.960408431,0.979792098,0.840747765,1,Culicicapa ceylonensis
1929,0.935483219,0.955906516,0.976329814,0.824353184,1,Culicicapa ceylonensis
1930,0.929909898,0.951425704,0.972941511,0.808278297,1,Culicicapa ceylonensis
1931,0.924507603,0.946965896,0.969424189,0.79251687,1,Culicicapa ceylonensis
1932,0.919143498,0.942526994,0.96591049,0.777062791,1,Culicicapa ceylonensis
1933,0.913878237,0.938108898,0.96233956,0.761910067,1,Culicicapa ceylonensis
1934,0.908583615,0.933711513,0.958839411,0.74705282,1,Culicicapa ceylonensis
1935,0.9034163,0.92933474,0.955253181,0.73248529,1,Culicicapa ceylonensis
1936,0.898296829,0.924978484,0.951660138,0.718201827,1,Culicicapa ceylonensis
1937,0.995845142,0.997749355,0.999653567,0.985910091,1,Culicicapa ceylonensis
1938,0.985808346,0.993072404,1.000336463,0.966684845,1,Culicicapa ceylonensis
1939,0.978407529,0.988417378,0.998427226,0.94783449,1,Culicicapa ceylonensis
1940,0.971507467,0.983784171,0.996060876,0.929351718,1,Culicicapa ceylonensis
1941,0.965070272,0.979172683,0.993275094,0.911229359,1,Culicicapa ceylonensis
1942,0.958874198,0.974582811,0.990291423,0.893460387,1,Culicicapa ceylonensis
1943,0.95304676,0.970014454,0.986982147,0.876037909,1,Culicicapa ceylonensis
1944,0.947208312,0.965467511,0.98372671,0.85895517,1,Culicicapa ceylonensis
1945,0.941399671,0.960941882,0.980484093,0.842205544,1,Culicicapa ceylonensis
1946,0.935770337,0.956437467,0.977104598,0.825782536,1,Culicicapa ceylonensis
1947,0.997506699,0.998693124,0.99987955,0.991289127,1,Culicicapa ceylonensis
1948,0.986867487,0.99401175,1.001156013,0.971958989,1,Culicicapa ceylonensis
1949,0.979303835,0.98935232,0.999400805,0.953005789,1,Culicicapa ceylonensis
1950,0.972463473,0.984714731,0.996965988,0.934422176,1,Culicicapa ceylonensis
1951,0.966042743,0.980098881,0.994155018,0.916200943,1,Culicicapa ceylonensis
1952,0.959871419,0.975504667,0.991137915,0.898335025,1,Culicicapa ceylonensis
1953,0.953950699,0.970931989,0.987913279,0.880817492,1,Culicicapa ceylonensis
1954,0.948173839,0.966380745,0.984587652,0.863641551,1,Culicicapa ceylonensis
1955,0.942483812,0.961850836,0.981217859,0.846800541,1,Culicicapa ceylonensis
1956,0.936857816,0.95734216,0.977826503,0.83028793,1,Culicicapa ceylonensis
1957,0.931379751,0.952854618,0.974329485,0.814097315,1,Culicicapa ceylonensis
1958,0.925893592,0.948388112,0.970882633,0.798222418,1,Culicicapa ceylonensis
1959,0.920685037,0.943942543,0.967200049,0.782657081,1,Culicicapa ceylonensis
1960,0.915335183,0.939517812,0.963700441,0.767395267,1,Culicicapa ceylonensis
1961,0.910072683,0.935113823,0.960154962,0.75243106,1,Culicicapa ceylonensis
1962,0.904821652,0.930730477,0.956639301,0.737758654,1,Culicicapa ceylonensis
1963,0.899694913,0.926367678,0.953040442,0.72337236,1,Culicicapa ceylonensis
1964,0.894730975,0.922025329,0.949319683,0.709266599,1,Culicicapa ceylonensis
1965,0.889795546,0.917703335,0.945611125,0.695435901,1,Culicicapa ceylonensis
1966,0.884824061,0.913401601,0.94197914,0.681874901,1,Culicicapa ceylonensis
1967,0.879894091,0.909120031,0.938345971,0.66857834,1,Culicicapa ceylonensis
1968,0.875030227,0.904858531,0.934686835,0.655541062,1,Culicicapa ceylonensis
1969,0.870171389,0.900617006,0.931062624,0.642758012,1,Culicicapa ceylonensis
1970,0.86529807,0.896395364,0.927492659,0.63022423,1,Culicicapa ceylonensis
1971,0.860568506,0.892193511,0.923818516,0.617934858,1,Culicicapa ceylonensis
1972,0.855799977,0.888011354,0.92022273,0.605885128,1,Culicicapa ceylonensis
1973,0.85097753,0.883848801,0.916720071,0.594070368,1,Culicicapa ceylonensis
1974,0.8462267,0.879705759,0.913184819,0.582485996,1,Culicicapa ceylonensis
1975,0.841544065,0.875582139,0.909620213,0.571127519,1,Culicicapa ceylonensis
1976,0.928962082,0.947122409,0.965282736,0.78556376,1,Culicicapa ceylonensis
1977,0.997082915,0.998413672,0.99974443,0.989278188,1,Culicicapa ceylonensis
1978,0.986541917,0.993733608,1.0009253,0.969987263,1,Culicicapa ceylonensis
1979,0.979109957,0.989075482,0.999041007,0.951072512,1,Culicicapa ceylonensis
1980,0.972296036,0.984439191,0.996582345,0.932526598,1,Culicicapa ceylonensis
1981,0.965935934,0.979824632,0.99371333,0.914342329,1,Culicicapa ceylonensis
1982,0.959886896,0.975231704,0.990576511,0.896512654,1,Culicicapa ceylonensis
1983,0.953811522,0.970660305,0.987509089,0.879030657,1,Culicicapa ceylonensis
1984,0.947946559,0.966110335,0.984274111,0.861889559,1,Culicicapa ceylonensis
1985,0.942363049,0.961581693,0.980800337,0.845082713,1,Culicicapa ceylonensis
1986,0.93673648,0.957074279,0.977412078,0.8286036,1,Culicicapa ceylonensis
1987,0.93118888,0.952587993,0.973987106,0.81244583,1,Culicicapa ceylonensis
1988,0.925684634,0.948122737,0.97056084,0.796603136,1,Culicicapa ceylonensis
1989,0.920278871,0.943678411,0.967077952,0.781069375,1,Culicicapa ceylonensis
1990,0.914989004,0.939254919,0.963520834,0.765838522,1,Culicicapa ceylonensis
1991,0.909699268,0.934852162,0.960005055,0.750904671,1,Culicicapa ceylonensis
1992,0.904499843,0.930470042,0.956440241,0.73626203,1,Culicicapa ceylonensis
1993,0.899416704,0.926108464,0.952800223,0.72190492,1,Culicicapa ceylonensis
1994,0.894298858,0.92176733,0.949235803,0.707827774,1,Culicicapa ceylonensis
1995,0.889163744,0.917446546,0.945729347,0.694025133,1,Culicicapa ceylonensis
1996,0.88423856,0.913146015,0.942053471,0.680491642,1,Culicicapa ceylonensis
1997,0.879335023,0.908865643,0.938396263,0.667222055,1,Culicicapa ceylonensis
1998,0.874430226,0.904605336,0.934780445,0.654211225,1,Culicicapa ceylonensis
1999,0.869596288,0.900364998,0.931133708,0.641454106,1,Culicicapa ceylonensis
2000,0.864844767,0.896144537,0.927444308,0.628945751,1,Culicicapa ceylonensis
2001,0.860033254,0.89194386,0.923854465,0.616681309,1,Culicicapa ceylonensis
2002,0.855337558,0.887762873,0.920188187,0.604656024,1,Culicicapa ceylonensis
2003,0.935383935,0.952299221,0.969214507,0.802328012,1,Culicicapa ceylonensis
2004,0.929651239,0.947835318,0.966019397,0.786682616,1,Culicicapa ceylonensis
2005,0.924097345,0.94339234,0.962687335,0.771342305,1,Culicicapa ceylonensis
2006,0.918624073,0.938970189,0.959316304,0.75630113,1,Culicicapa ceylonensis
2007,0.913299774,0.934568766,0.955837757,0.741553258,1,Culicicapa ceylonensis
2008,0.907926095,0.930187975,0.952449855,0.727092969,1,Culicicapa ceylonensis
2009,0.902684194,0.925827719,0.948971243,0.712914656,1,Culicicapa ceylonensis
2010,0.897530505,0.921487901,0.945445297,0.69901282,1,Culicicapa ceylonensis
2011,0.892361364,0.917168427,0.94197549,0.68538207,1,Culicicapa ceylonensis
2012,0.887208911,0.9128692,0.938529488,0.67201712,1,Culicicapa ceylonensis
2013,0.882216383,0.908590125,0.934963868,0.658912786,1,Culicicapa ceylonensis
2014,0.877266957,0.904331109,0.931395261,0.646063987,1,Culicicapa ceylonensis
2015,0.872238267,0.900092057,0.927945847,0.633465739,1,Culicicapa ceylonensis
2016,0.867430492,0.895872876,0.924315259,0.621113157,1,Culicicapa ceylonensis
2017,0.862627231,0.891673471,0.920719712,0.609001451,1,Culicicapa ceylonensis
2018,0.85787762,0.887493752,0.917109884,0.597125922,1,Culicicapa ceylonensis
2019,0.853080297,0.883333625,0.913586953,0.585481967,1,Culicicapa ceylonensis
2020,0.848528061,0.879192999,0.909857936,0.574065069,1,Culicicapa ceylonensis
2021,0.993435006,0.99637579,0.999316574,0.978703253,1,Culicicapa ceylonensis
2022,0.984058414,0.991705278,0.999352143,0.95961854,1,Culicicapa ceylonensis
2023,0.976698075,0.98705666,0.997415245,0.940905978,1,Culicicapa ceylonensis
2024,0.969998889,0.982429832,0.994860775,0.922558312,1,Culicicapa ceylonensis
2025,0.963669726,0.977824692,0.991979658,0.904568425,1,Culicicapa ceylonensis
2026,0.957568418,0.973241139,0.988913859,0.886929341,1,Culicicapa ceylonensis
2027,0.951599616,0.968679071,0.985758526,0.869634218,1,Culicicapa ceylonensis
2028,0.945737677,0.964138388,0.982539099,0.852676351,1,Culicicapa ceylonensis
2029,0.93997311,0.959618989,0.979264868,0.836049162,1,Culicicapa ceylonensis
2030,0.934390084,0.955120775,0.975851466,0.819746204,1,Culicicapa ceylonensis
1867,1,1,1,1,1,Cuculus micropterus
1868,0.988299194,0.9953125,1.002325806,0.9805,1,Cuculus micropterus
1869,0.980665922,0.990646973,1.000628024,0.96138025,1,Cuculus micropterus
1870,0.973834365,0.986003315,0.998172265,0.942633335,1,Cuculus micropterus
1871,0.967338247,0.981381424,0.995424602,0.924251985,1,Cuculus micropterus
1872,0.96109787,0.976781199,0.992464528,0.906229071,1,Cuculus micropterus
1873,0.95520453,0.972202537,0.989200544,0.888557604,1,Cuculus micropterus
1874,0.949443409,0.967645338,0.985847266,0.871230731,1,Cuculus micropterus
1875,0.943744231,0.9631095,0.982474769,0.854241732,1,Cuculus micropterus
1876,0.938214949,0.958594924,0.978974899,0.837584018,1,Cuculus micropterus
1877,0.932585307,0.954101511,0.975617714,0.82125113,1,Cuculus micropterus
1878,0.927075416,0.94962916,0.972182903,0.805236733,1,Cuculus micropterus
1879,0.921800318,0.945177773,0.968555229,0.789534616,1,Cuculus micropterus
1880,0.916534791,0.940747252,0.964959714,0.774138691,1,Cuculus micropterus
1881,0.911290635,0.9363375,0.961384365,0.759042987,1,Cuculus micropterus
1882,0.906113138,0.931948418,0.957783697,0.744241649,1,Cuculus micropterus
1883,0.901051005,0.927579909,0.954108814,0.729728937,1,Cuculus micropterus
1884,0.895926644,0.923231879,0.950537113,0.715499222,1,Cuculus micropterus
1885,0.89101365,0.918904229,0.946794809,0.701546987,1,Cuculus micropterus
1886,0.885932431,0.914596866,0.9432613,0.687866821,1,Cuculus micropterus
1887,0.88100324,0.910309693,0.939616146,0.674453418,1,Cuculus micropterus
1888,0.876029228,0.906042616,0.936056004,0.661301577,1,Cuculus micropterus
1889,0.871138747,0.901795541,0.932452336,0.648406196,1,Cuculus micropterus
1890,0.866392458,0.897568375,0.928744291,0.635762275,1,Cuculus micropterus
1891,0.861610873,0.893361023,0.925111173,0.623364911,1,Cuculus micropterus
1892,0.856863319,0.889173393,0.921483467,0.611209295,1,Cuculus micropterus
1893,0.852274474,0.885005393,0.917736312,0.599290714,1,Cuculus micropterus
1894,0.847589982,0.88085693,0.914123878,0.587604545,1,Cuculus micropterus
1895,0.843000207,0.876727913,0.91045562,0.576146256,1,Cuculus micropterus
1896,0.838422647,0.872618251,0.906813855,0.564911404,1,Cuculus micropterus
1897,0.83374689,0.868527853,0.903308817,0.553895632,1,Cuculus micropterus
1898,0.829243052,0.864456629,0.899670206,0.543094667,1,Cuculus micropterus
1899,0.824865994,0.860404488,0.895942983,0.532504321,1,Cuculus micropterus
1900,0.820442789,0.856371342,0.892299895,0.522120487,1,Cuculus micropterus
1901,0.816057816,0.852357102,0.888656387,0.511939137,1,Cuculus micropterus
1902,0.811721328,0.848361678,0.885002028,0.501956324,1,Cuculus micropterus
1903,0.80733523,0.844384982,0.881434735,0.492168176,1,Cuculus micropterus
1904,0.802994579,0.840426928,0.877859277,0.482570896,1,Cuculus micropterus
1905,0.798651392,0.836487427,0.874323461,0.473160764,1,Cuculus micropterus
1906,0.794444553,0.832566392,0.87068823,0.463934129,1,Cuculus micropterus
1907,0.790168433,0.828663737,0.86715904,0.454887413,1,Cuculus micropterus
1908,0.785953011,0.824779376,0.86360574,0.446017109,1,Cuculus micropterus
1909,0.781748689,0.820913222,0.860077756,0.437319775,1,Cuculus micropterus
1910,0.777577994,0.817065191,0.856552389,0.42879204,1,Cuculus micropterus
1911,0.773383026,0.813235198,0.853087371,0.420430595,1,Cuculus micropterus
1912,0.769308501,0.809423158,0.849537816,0.412232198,1,Cuculus micropterus
1913,0.7650661,0.805628987,0.846191875,0.40419367,1,Cuculus micropterus
1914,0.760939559,0.801852601,0.842765644,0.396311894,1,Cuculus micropterus
1915,0.756963945,0.798093917,0.839223889,0.388583812,1,Cuculus micropterus
1916,0.753028316,0.794352852,0.835677389,0.381006427,1,Cuculus micropterus
1917,0.749045425,0.790629323,0.832213222,0.373576802,1,Cuculus micropterus
1918,0.745028577,0.786923248,0.828817919,0.366292055,1,Cuculus micropterus
1919,0.741052368,0.783234545,0.825416723,0.359149359,1,Cuculus micropterus
1920,0.73713921,0.779563134,0.821987057,0.352145947,1,Cuculus micropterus
1921,0.733293181,0.775908931,0.818524682,0.345279101,1,Cuculus micropterus
1922,0.729442958,0.772271858,0.815100758,0.338546159,1,Cuculus micropterus
1923,0.725581062,0.768651834,0.811722606,0.331944508,1,Cuculus micropterus
1924,0.721719035,0.765048778,0.808378522,0.325471591,1,Cuculus micropterus
1925,0.717888136,0.761462612,0.805037088,0.319124894,1,Cuculus micropterus
1926,0.714101818,0.757893256,0.801684694,0.312901959,1,Cuculus micropterus
1927,0.71039896,0.754340632,0.798282303,0.306800371,1,Cuculus micropterus
1928,0.706607946,0.75080466,0.795001374,0.300817764,1,Cuculus micropterus
1929,0.702897083,0.747285263,0.791673443,0.294951817,1,Cuculus micropterus
1930,0.699247095,0.743782363,0.788317631,0.289200257,1,Cuculus micropterus
1931,0.695556445,0.740295884,0.785035322,0.283560852,1,Cuculus micropterus
1932,0.691809089,0.736825747,0.781842404,0.278031415,1,Cuculus micropterus
1933,0.688205347,0.733371876,0.778538404,0.272609803,1,Cuculus micropterus
1934,0.684583713,0.729934195,0.775284677,0.267293911,1,Cuculus micropterus
1935,0.680957655,0.726512629,0.772067602,0.26208168,1,Cuculus micropterus
1936,0.677425918,0.723107101,0.768788284,0.256971087,1,Cuculus micropterus
1937,0.673997078,0.719717536,0.765437995,0.251960151,1,Cuculus micropterus
1938,0.670463092,0.71634386,0.762224628,0.247046928,1,Cuculus micropterus
1939,0.666805837,0.712985998,0.75916616,0.242229513,1,Cuculus micropterus
1940,0.663215863,0.709643877,0.75607189,0.237506038,1,Cuculus micropterus
1941,0.659824877,0.706317421,0.752809965,0.23287467,1,Cuculus micropterus
1942,0.656379882,0.703006558,0.749633234,0.228333614,1,Cuculus micropterus
1943,0.652968112,0.699711215,0.746454318,0.223881108,1,Cuculus micropterus
1944,0.649551521,0.696431318,0.743311116,0.219515427,1,Cuculus micropterus
1945,0.646168006,0.693166797,0.740165588,0.215234876,1,Cuculus micropterus
1946,0.642657515,0.689917577,0.73717764,0.211037796,1,Cuculus micropterus
1947,0.639216857,0.686683589,0.73415032,0.206922559,1,Cuculus micropterus
1948,0.635915434,0.683464759,0.731014085,0.202887569,1,Cuculus micropterus
1949,0.632648973,0.680261018,0.727873063,0.198931261,1,Cuculus micropterus
1950,0.629375901,0.677072295,0.724768688,0.195052102,1,Cuculus micropterus
1951,0.626040166,0.673898518,0.721756871,0.191248586,1,Cuculus micropterus
1952,0.622735175,0.670739619,0.718744063,0.187519238,1,Cuculus micropterus
1953,0.619496745,0.667595527,0.715694309,0.183862613,1,Cuculus micropterus
1954,0.616244737,0.664466173,0.712687609,0.180277292,1,Cuculus micropterus
1955,0.613021855,0.661351488,0.70968112,0.176761885,1,Cuculus micropterus
1956,0.609763803,0.658251403,0.706739003,0.173315028,1,Cuculus micropterus
1957,0.606524599,0.655165849,0.703807099,0.169935385,1,Cuculus micropterus
1958,0.603317725,0.652094759,0.700871794,0.166621645,1,Cuculus micropterus
1959,0.600164099,0.649038065,0.697912031,0.163372523,1,Cuculus micropterus
1960,0.597025375,0.645995699,0.694966023,0.160186759,1,Cuculus micropterus
1961,0.593888262,0.642967594,0.692046927,0.157063117,1,Cuculus micropterus
1962,0.590697894,0.639953684,0.689209474,0.154000386,1,Cuculus micropterus
1963,0.587578684,0.636953901,0.686329118,0.150997379,1,Cuculus micropterus
