years,sd_lwr,PXt,sd_upr,PXt_min,PXt_max,scientific_name
2021,1,1,1,1,1,Columba livia
2022,0.988275828,0.9953125,1.002349172,0.9805,1,Columba livia
2023,0.980761084,0.990646973,1.000532861,0.96138025,1,Columba livia
2024,0.973755004,0.986003315,0.998251626,0.942633335,1,Columba livia
2025,0.967271771,0.981381424,0.995491078,0.924251985,1,Columba livia
2026,0.96101976,0.976781199,0.992542638,0.906229071,1,Columba livia
2027,0.955255665,0.972202537,0.989149409,0.888557604,1,Columba livia
2028,0.949433753,0.967645338,0.985856922,0.871230731,1,Columba livia
2029,0.94371714,0.9631095,0.98250186,0.854241732,1,Columba livia
2030,0.938031323,0.958594924,0.979158526,0.837584018,1,Columba livia
2021,1,1,1,1,1,Gymnoris xanthocollis
2022,0.988209608,0.9953125,1.002415392,0.9805,1,Gymnoris xanthocollis
2023,0.980842193,0.990646973,1.000451752,0.96138025,1,Gymnoris xanthocollis
2024,0.974009453,0.986003315,0.997997177,0.942633335,1,Gymnoris xanthocollis
2025,0.967461149,0.981381424,0.995301699,0.924251985,1,Gymnoris xanthocollis
2026,0.961285868,0.976781199,0.99227653,0.906229071,1,Gymnoris xanthocollis
2027,0.955317959,0.972202537,0.989087115,0.888557604,1,Gymnoris xanthocollis
2028,0.949525473,0.967645338,0.985765202,0.871230731,1,Gymnoris xanthocollis
2029,0.943757408,0.9631095,0.982461593,0.854241732,1,Gymnoris xanthocollis
2030,0.938045584,0.958594924,0.979144265,0.837584018,1,Gymnoris xanthocollis
2021,1,1,1,1,1,Coracina macei
2022,0.988279736,0.9953125,1.002345264,0.9805,1,Coracina macei
2023,0.980796186,0.990646973,1.000497759,0.96138025,1,Coracina macei
2024,0.973974027,0.986003315,0.998032603,0.942633335,1,Coracina macei
2025,0.967463478,0.981381424,0.995299371,0.924251985,1,Coracina macei
2026,0.96135943,0.976781199,0.992202968,0.906229071,1,Coracina macei
2027,0.95541336,0.972202537,0.988991714,0.888557604,1,Coracina macei
2028,0.949624174,0.967645338,0.985666501,0.871230731,1,Coracina macei
2029,0.943992975,0.9631095,0.982226025,0.854241732,1,Coracina macei
2030,0.9383624,0.958594924,0.978827449,0.837584018,1,Coracina macei
2021,1,1,1,1,1,Vanellus indicus
2022,0.98825297,0.9953125,1.00237203,0.9805,1,Vanellus indicus
2023,0.980766533,0.990646973,1.000527412,0.96138025,1,Vanellus indicus
2024,0.973933347,0.986003315,0.998073283,0.942633335,1,Vanellus indicus
2025,0.967561287,0.981381424,0.995201562,0.924251985,1,Vanellus indicus
2026,0.961514603,0.976781199,0.992047795,0.906229071,1,Vanellus indicus
2027,0.955457451,0.972202537,0.988947623,0.888557604,1,Vanellus indicus
2028,0.949487019,0.967645338,0.985803657,0.871230731,1,Vanellus indicus
2029,0.94365469,0.9631095,0.98256431,0.854241732,1,Vanellus indicus
2030,0.938098986,0.958594924,0.979090863,0.837584018,1,Vanellus indicus
2021,1,1,1,1,1,Psittacula krameri
2022,0.988372911,0.9953125,1.002252089,0.9805,1,Psittacula krameri
2023,0.980727287,0.990646973,1.000566658,0.96138025,1,Psittacula krameri
2024,0.973966357,0.986003315,0.998040273,0.942633335,1,Psittacula krameri
2025,0.967412782,0.981381424,0.995350067,0.924251985,1,Psittacula krameri
2026,0.961215495,0.976781199,0.992346903,0.906229071,1,Psittacula krameri
2027,0.955202325,0.972202537,0.989202749,0.888557604,1,Psittacula krameri
2028,0.949296237,0.967645338,0.985994439,0.871230731,1,Psittacula krameri
2029,0.943607494,0.9631095,0.982611507,0.854241732,1,Psittacula krameri
2030,0.937989569,0.958594924,0.97920028,0.837584018,1,Psittacula krameri
2021,1,1,1,1,1,Accipiter badius
2022,0.988235941,0.9953125,1.002389059,0.9805,1,Accipiter badius
2023,0.980683478,0.990646973,1.000610467,0.96138025,1,Accipiter badius
2024,0.973939916,0.986003315,0.998066714,0.942633335,1,Accipiter badius
2025,0.967628685,0.981381424,0.995134164,0.924251985,1,Accipiter badius
2026,0.961266554,0.976781199,0.992295844,0.906229071,1,Accipiter badius
2027,0.9551944,0.972202537,0.989210674,0.888557604,1,Accipiter badius
2028,0.949384658,0.967645338,0.985906018,0.871230731,1,Accipiter badius
2029,0.943618473,0.9631095,0.982600528,0.854241732,1,Accipiter badius
2030,0.938084293,0.958594924,0.979105556,0.837584018,1,Accipiter badius
2021,1,1,1,1,1,Buceros bicornis
2022,0.988343108,0.9953125,1.002281892,0.9805,1,Buceros bicornis
2023,0.980894556,0.990646973,1.000399389,0.96138025,1,Buceros bicornis
2024,0.974030146,0.986003315,0.997976484,0.942633335,1,Buceros bicornis
2025,0.967621815,0.981381424,0.995141034,0.924251985,1,Buceros bicornis
2026,0.961449866,0.976781199,0.992112532,0.906229071,1,Buceros bicornis
2027,0.955456748,0.972202537,0.988948326,0.888557604,1,Buceros bicornis
2028,0.949606569,0.967645338,0.985684107,0.871230731,1,Buceros bicornis
2029,0.943938498,0.9631095,0.982280502,0.854241732,1,Buceros bicornis
2030,0.938435391,0.958594924,0.978754458,0.837584018,1,Buceros bicornis
2021,1,1,1,1,1,Ictinaetus malaiensis
2022,0.988278596,0.9953125,1.002346404,0.9805,1,Ictinaetus malaiensis
2023,0.980758418,0.990646973,1.000535528,0.96138025,1,Ictinaetus malaiensis
2024,0.973962333,0.986003315,0.998044297,0.942633335,1,Ictinaetus malaiensis
2025,0.967523542,0.981381424,0.995239307,0.924251985,1,Ictinaetus malaiensis
2026,0.961373046,0.976781199,0.992189352,0.906229071,1,Ictinaetus malaiensis
2027,0.955370192,0.972202537,0.989034883,0.888557604,1,Ictinaetus malaiensis
2028,0.949643476,0.967645338,0.985647199,0.871230731,1,Ictinaetus malaiensis
2029,0.943808568,0.9631095,0.982410433,0.854241732,1,Ictinaetus malaiensis
2030,0.938284788,0.958594924,0.978905061,0.837584018,1,Ictinaetus malaiensis
1868,1,1,1,1,1,Zosterops palpebrosus
1869,0.988404332,0.9953125,1.002220668,0.9805,1,Zosterops palpebrosus
1870,0.980823705,0.990646973,1.000470241,0.96138025,1,Zosterops palpebrosus
1871,0.973991348,0.986003315,0.998015282,0.942633335,1,Zosterops palpebrosus
1872,0.999081611,0.999580099,1.000078587,0.997131667,1,Zosterops palpebrosus
1873,0.999969129,0.999987403,1.000005677,0.999856583,1,Zosterops palpebrosus
1874,0.988349649,0.995299962,1.002250275,0.98035938,1,Zosterops palpebrosus
1875,0.980884172,0.990634493,1.000384815,0.961242372,1,Zosterops palpebrosus
1876,0.999343812,0.999719035,1.000094257,0.998062119,1,Zosterops palpebrosus
1877,0.988022614,0.995032852,1.00204309,0.978599907,1,Zosterops palpebrosus
1878,0.980525051,0.990368635,1.00021222,0.959517209,1,Zosterops palpebrosus
1879,0.973680757,0.985726282,0.997771808,0.940806624,1,Zosterops palpebrosus
1880,0.967277765,0.98110569,0.994933615,0.922460894,1,Zosterops palpebrosus
1881,0.998815952,0.999433171,1.000050389,0.996123045,1,Zosterops palpebrosus
1882,0.987683118,0.994748328,1.001813537,0.976698645,1,Zosterops palpebrosus
1883,0.980073403,0.990085445,1.000097487,0.957653022,1,Zosterops palpebrosus
1884,0.973173947,0.985444419,0.997714892,0.938978788,1,Zosterops palpebrosus
1885,0.966707982,0.980825149,0.994942315,0.920668701,1,Zosterops palpebrosus
1886,0.960442482,0.976227531,0.992012579,0.902715662,1,Zosterops palpebrosus
1887,0.954456612,0.971651464,0.988846316,0.885112706,1,Zosterops palpebrosus
1888,0.948703077,0.967096848,0.985490619,0.867853009,1,Zosterops palpebrosus
1889,0.943022177,0.962563582,0.982104986,0.850929875,1,Zosterops palpebrosus
1890,0.937402234,0.958051565,0.978700895,0.834336742,1,Zosterops palpebrosus
1891,0.931901454,0.953560698,0.975219942,0.818067176,1,Zosterops palpebrosus
1892,0.926478746,0.949090882,0.971703019,0.802114866,1,Zosterops palpebrosus
1893,0.921017134,0.944642019,0.968266904,0.786473626,1,Zosterops palpebrosus
1894,0.915763683,0.940214009,0.964664336,0.77113739,1,Zosterops palpebrosus
1895,0.910572911,0.935806756,0.961040602,0.756100211,1,Zosterops palpebrosus
1896,0.905341378,0.931420162,0.957498946,0.741356257,1,Zosterops palpebrosus
1897,0.900233251,0.92705413,0.953875009,0.72689981,1,Zosterops palpebrosus
1898,0.895116929,0.922708564,0.950300198,0.712725264,1,Zosterops palpebrosus
1899,0.890058795,0.918383367,0.94670794,0.698827121,1,Zosterops palpebrosus
1900,0.885100047,0.914078445,0.943056843,0.685199992,1,Zosterops palpebrosus
1901,0.995225918,0.997422353,0.999618788,0.98426,1,Zosterops palpebrosus
1902,0.985340942,0.992746936,1.00015293,0.96506693,1,Zosterops palpebrosus
1903,0.993686808,0.996917448,1.000148087,0.982533465,1,Zosterops palpebrosus
1904,0.997290087,0.998689915,1.000089743,0.991266732,1,Zosterops palpebrosus
1905,0.986781149,0.994008556,1.001235964,0.971937031,1,Zosterops palpebrosus
1906,0.979386745,0.989349141,0.999311537,0.952984259,1,Zosterops palpebrosus
1907,0.972524551,0.984711567,0.996898583,0.934401066,1,Zosterops palpebrosus
1908,0.966141257,0.980095732,0.994050206,0.916180245,1,Zosterops palpebrosus
1909,0.959971004,0.975501533,0.991032061,0.89831473,1,Zosterops palpebrosus
1910,0.954003905,0.970928869,0.987853834,0.880797593,1,Zosterops palpebrosus
1911,0.948163722,0.96637764,0.984591559,0.86362204,1,Zosterops palpebrosus
1912,0.942316684,0.961847745,0.981378807,0.84678141,1,Zosterops palpebrosus
1913,0.936750642,0.957339084,0.977927525,0.830269173,1,Zosterops palpebrosus
1914,0.931182859,0.952851557,0.974520255,0.814078924,1,Zosterops palpebrosus
1915,0.925695336,0.948385065,0.971074794,0.798204385,1,Zosterops palpebrosus
1916,0.920369172,0.94393951,0.967509848,0.782639399,1,Zosterops palpebrosus
1917,0.915035778,0.939514794,0.96399381,0.767377931,1,Zosterops palpebrosus
1918,0.996593591,0.998185444,0.999777296,0.988368897,1,Zosterops palpebrosus
1919,0.986419543,0.99350645,1.000593356,0.969095703,1,Zosterops palpebrosus
1920,0.994157573,0.997240241,1.000322909,0.984547852,1,Zosterops palpebrosus
1921,0.984857226,0.992565677,1.000274128,0.965349168,1,Zosterops palpebrosus
1922,0.977486407,0.987913026,0.998339644,0.94652486,1,Zosterops palpebrosus
1923,0.999216216,0.999637391,1.000058565,0.997326243,1,Zosterops palpebrosus
1924,0.987907843,0.994951591,1.001995338,0.977878381,1,Zosterops palpebrosus
1925,0.980485247,0.990287755,1.000090263,0.958809753,1,Zosterops palpebrosus
1926,0.973534024,0.985645781,0.997757538,0.940112963,1,Zosterops palpebrosus
1927,0.967148673,0.981025566,0.99490246,0.92178076,1,Zosterops palpebrosus
1928,0.961001687,0.976427009,0.991852332,0.903806035,1,Zosterops palpebrosus
1929,0.95502939,0.971850008,0.988670625,0.886181817,1,Zosterops palpebrosus
1930,0.949062238,0.967294461,0.985526683,0.868901272,1,Zosterops palpebrosus
1931,0.94331954,0.962760268,0.982200995,0.851957697,1,Zosterops palpebrosus
1932,0.937704791,0.958247329,0.978789867,0.835344522,1,Zosterops palpebrosus
1933,0.932161775,0.953755545,0.975349315,0.819055304,1,Zosterops palpebrosus
1934,0.926909418,0.949284816,0.971660213,0.803083725,1,Zosterops palpebrosus
1935,0.921552397,0.944835043,0.968117689,0.787423593,1,Zosterops palpebrosus
1936,0.916144139,0.940406129,0.964668119,0.772068833,1,Zosterops palpebrosus
1937,0.996685121,0.998212184,0.999739247,0.988603442,1,Zosterops palpebrosus
1938,0.986316227,0.993533064,1.000749901,0.969325675,1,Zosterops palpebrosus
1939,0.978877697,0.988875878,0.99887406,0.950423824,1,Zosterops palpebrosus
1940,0.972040453,0.984240522,0.996440592,0.931890559,1,Zosterops palpebrosus
1941,0.965719641,0.979626895,0.993534149,0.913718693,1,Zosterops palpebrosus
1942,0.959550811,0.975034894,0.990518977,0.895901179,1,Zosterops palpebrosus
1943,0.953590069,0.970464418,0.987338766,0.878431106,1,Zosterops palpebrosus
1944,0.947692164,0.965915366,0.984138568,0.861301699,1,Zosterops palpebrosus
1945,0.94190111,0.961387638,0.980874165,0.844506316,1,Zosterops palpebrosus
1946,0.936339346,0.956881133,0.97742292,0.828038443,1,Zosterops palpebrosus
1947,0.997528768,0.998706434,0.9998841,0.991401922,1,Zosterops palpebrosus
1948,0.999913515,0.999961193,1.000008871,0.999570096,1,Zosterops palpebrosus
1949,0.988138216,0.995273875,1.002409534,0.980078479,1,Zosterops palpebrosus
1950,0.980599207,0.990608529,1.00061785,0.960966949,1,Zosterops palpebrosus
1951,0.973757582,0.985965051,0.998172521,0.942228093,1,Zosterops palpebrosus
1952,0.967266385,0.98134334,0.995420295,0.923854646,1,Zosterops palpebrosus
1953,0.961009697,0.976743293,0.992476889,0.90583948,1,Zosterops palpebrosus
1954,0.955059016,0.972164809,0.989270602,0.88817561,1,Zosterops palpebrosus
1955,0.949267031,0.967607786,0.985948542,0.870856186,1,Zosterops palpebrosus
1956,0.998092451,0.999028234,0.999964016,0.993542809,1,Zosterops palpebrosus
1957,0.987279936,0.994345289,1.001410642,0.974168725,1,Zosterops palpebrosus
1958,0.979811966,0.989684295,0.999556624,0.955172434,1,Zosterops palpebrosus
1959,0.973003697,0.98504515,0.997086603,0.936546572,1,Zosterops palpebrosus
1960,0.966667367,0.980427751,0.994188135,0.918283914,1,Zosterops palpebrosus
1961,0.96035015,0.975831996,0.991313842,0.900377377,1,Zosterops palpebrosus
1962,0.954390851,0.971257783,0.988124716,0.882820019,1,Zosterops palpebrosus
1963,0.948680813,0.966705013,0.984729212,0.865605028,1,Zosterops palpebrosus
1964,0.942945013,0.962173583,0.981402152,0.84872573,1,Zosterops palpebrosus
1965,0.93728268,0.957663394,0.978044108,0.832175578,1,Zosterops palpebrosus
1966,0.931809341,0.953174347,0.974539353,0.815948155,1,Zosterops palpebrosus
1967,0.926373319,0.948706342,0.971039365,0.800037166,1,Zosterops palpebrosus
1968,0.920949439,0.944259281,0.967569123,0.784436441,1,Zosterops palpebrosus
1969,0.915658796,0.939833066,0.964007336,0.76913993,1,Zosterops palpebrosus
1970,0.910328038,0.935427598,0.960527159,0.754141702,1,Zosterops palpebrosus
1971,0.904987449,0.931042781,0.957098113,0.739435938,1,Zosterops palpebrosus
1972,0.899844991,0.926678518,0.953512046,0.725016938,1,Zosterops palpebrosus
1973,0.89480547,0.922334713,0.949863956,0.710879107,1,Zosterops palpebrosus
1974,0.889770907,0.918011269,0.946251631,0.697016965,1,Zosterops palpebrosus
1975,0.995465073,0.997540338,0.999615603,0.984850848,1,Zosterops palpebrosus
1976,0.985519584,0.992864368,1.000209151,0.965646257,1,Zosterops palpebrosus
1977,0.999501927,0.999785931,1.000069936,0.998282313,1,Zosterops palpebrosus
1978,0.988010043,0.995099434,1.002188826,0.978815808,1,Zosterops palpebrosus
1979,0.980553287,0.990434906,1.000316525,0.959728899,1,Zosterops palpebrosus
1980,0.973757684,0.985792242,0.997826801,0.941014186,1,Zosterops palpebrosus
1981,0.967308746,0.981171341,0.995033936,0.922664409,1,Zosterops palpebrosus
1982,0.960992938,0.9765721,0.992151263,0.904672453,1,Zosterops palpebrosus
1983,0.954961888,0.971994419,0.98902695,0.88703134,1,Zosterops palpebrosus
1984,0.949089492,0.967438195,0.985786898,0.869734229,1,Zosterops palpebrosus
1985,0.943376319,0.962903328,0.982430338,0.852774412,1,Zosterops palpebrosus
1986,0.93772854,0.958389719,0.979050899,0.836145311,1,Zosterops palpebrosus
1987,0.932143806,0.953897267,0.975650729,0.819840477,1,Zosterops palpebrosus
1988,0.926658481,0.949425874,0.972193267,0.803853588,1,Zosterops palpebrosus
1989,0.921280251,0.94497544,0.968670629,0.788178443,1,Zosterops palpebrosus
1990,0.916102923,0.940545868,0.964988812,0.772808963,1,Zosterops palpebrosus
1991,0.910917395,0.936137059,0.961356723,0.757739189,1,Zosterops palpebrosus
1992,0.905833909,0.931748916,0.957663924,0.742963274,1,Zosterops palpebrosus
1993,0.900644039,0.927381343,0.954118648,0.728475491,1,Zosterops palpebrosus
1994,0.895450239,0.923034243,0.950618247,0.714270218,1,Zosterops palpebrosus
1995,0.890399581,0.91870752,0.947015459,0.700341949,1,Zosterops palpebrosus
1996,0.885469234,0.914401079,0.943332923,0.686685281,1,Zosterops palpebrosus
1997,0.880485791,0.910114824,0.939743857,0.673294918,1,Zosterops palpebrosus
1998,0.875590526,0.90584866,0.936106795,0.660165667,1,Zosterops palpebrosus
1999,0.870767976,0.901602495,0.932437013,0.647292437,1,Zosterops palpebrosus
2000,0.865928022,0.897376233,0.928824445,0.634670234,1,Zosterops palpebrosus
2001,0.861150942,0.893169782,0.925188623,0.622294165,1,Zosterops palpebrosus
2002,0.856450843,0.888983049,0.921515255,0.610159429,1,Zosterops palpebrosus
2003,0.936074505,0.952817796,0.969561087,0.805079714,1,Zosterops palpebrosus
2004,0.930405534,0.948351462,0.96629739,0.78938066,1,Zosterops palpebrosus
2005,0.924821067,0.943906065,0.962991063,0.773987737,1,Zosterops palpebrosus
2006,0.919279602,0.939481505,0.959683408,0.758894976,1,Zosterops palpebrosus
2007,0.913825797,0.935077686,0.956329575,0.744096524,1,Zosterops palpebrosus
2008,0.90838911,0.930694509,0.952999908,0.729586642,1,Zosterops palpebrosus
2009,0.903136435,0.926331878,0.949527322,0.715359702,1,Zosterops palpebrosus
2010,0.89791503,0.921989698,0.946064366,0.701410188,1,Zosterops palpebrosus
2011,0.892672628,0.917667871,0.942663114,0.687732689,1,Zosterops palpebrosus
2012,0.887645291,0.913366303,0.939087315,0.674321902,1,Zosterops palpebrosus
2013,0.882644762,0.909084898,0.935525035,0.661172625,1,Zosterops palpebrosus
2014,0.877708092,0.904823563,0.931939034,0.648279759,1,Zosterops palpebrosus
2015,0.87277514,0.900582202,0.928389265,0.635638303,1,Zosterops palpebrosus
2016,0.867784034,0.896360723,0.924937413,0.623243357,1,Zosterops palpebrosus
2017,0.862897556,0.892159032,0.921420509,0.611090111,1,Zosterops palpebrosus
2018,0.858153599,0.887977037,0.917800475,0.599173854,1,Zosterops palpebrosus
2019,0.853434488,0.883814645,0.914194802,0.587489964,1,Zosterops palpebrosus
2020,0.848776073,0.879671763,0.910567454,0.576033909,1,Zosterops palpebrosus
2021,0.993459199,0.996390153,0.999321106,0.978801695,1,Zosterops palpebrosus
2022,0.984079398,0.991719574,0.99935975,0.959715062,1,Zosterops palpebrosus
2023,0.976664343,0.987070889,0.997477434,0.941000619,1,Zosterops palpebrosus
2024,0.969947222,0.982443994,0.994940766,0.922651107,1,Zosterops palpebrosus
2025,0.963601528,0.977838788,0.992076047,0.90465941,1,Zosterops palpebrosus
2026,0.957486772,0.973255168,0.989023565,0.887018552,1,Zosterops palpebrosus
2027,0.951489238,0.968693035,0.985896831,0.86972169,1,Zosterops palpebrosus
2028,0.945687872,0.964152286,0.9826167,0.852762117,1,Zosterops palpebrosus
2029,0.940080876,0.959632822,0.979184768,0.836133256,1,Zosterops palpebrosus
2030,0.934387722,0.955134543,0.975881365,0.819828657,1,Zosterops palpebrosus
1869,1,1,1,1,1,Zoothera neilgherriensis
1870,0.988174758,0.9953125,1.002450242,0.9805,1,Zoothera neilgherriensis
1871,0.980765284,0.990646973,1.000528661,0.96138025,1,Zoothera neilgherriensis
1872,0.973937758,0.986003315,0.998068872,0.942633335,1,Zoothera neilgherriensis
1873,0.96745843,0.981381424,0.995304419,0.924251985,1,Zoothera neilgherriensis
1874,0.998836877,0.999441443,1.000046009,0.996212599,1,Zoothera neilgherriensis
1875,0.987837127,0.994756561,1.001675995,0.976786454,1,Zoothera neilgherriensis
1876,0.999592608,0.999842697,1.000092786,0.998839323,1,Zoothera neilgherriensis
1877,0.988146147,0.995155934,1.002165722,0.979361956,1,Zoothera neilgherriensis
1878,0.980718756,0.990491141,1.000263525,0.960264398,1,Zoothera neilgherriensis
1879,0.973871942,0.985848214,0.997824485,0.941539242,1,Zoothera neilgherriensis
1880,0.967429613,0.98122705,0.995024487,0.923179227,1,Zoothera neilgherriensis
1881,0.961341599,0.976627548,0.991913497,0.905177232,1,Zoothera neilgherriensis
1882,0.998585623,0.999298826,1.00001203,0.995258862,1,Zoothera neilgherriensis
1883,0.999951454,0.999978965,1.000006475,0.999762943,1,Zoothera neilgherriensis
1884,0.98829865,0.995291563,1.002284477,0.980267566,1,Zoothera neilgherriensis
1885,0.98067029,0.990626134,1.000581979,0.961152348,1,Zoothera neilgherriensis
1886,0.973895115,0.985982574,0.998070034,0.942409877,1,Zoothera neilgherriensis
1887,0.967387506,0.981360781,0.995334056,0.924032885,1,Zoothera neilgherriensis
1888,0.961172749,0.976760652,0.992348556,0.906014244,1,Zoothera neilgherriensis
1889,0.955176356,0.972182087,0.989187818,0.888346966,1,Zoothera neilgherriensis
1890,0.949395922,0.967624983,0.985854044,0.8710242,1,Zoothera neilgherriensis
1891,0.943693853,0.963089241,0.982484629,0.854039228,1,Zoothera neilgherriensis
1892,0.938233787,0.95857476,0.978915734,0.837385463,1,Zoothera neilgherriensis
1893,0.932708474,0.954081441,0.975454408,0.821056447,1,Zoothera neilgherriensis
1894,0.927224629,0.949609184,0.97199374,0.805045846,1,Zoothera neilgherriensis
1895,0.921826051,0.945157891,0.968489731,0.789347452,1,Zoothera neilgherriensis
1896,0.916607932,0.940727464,0.964846995,0.773955177,1,Zoothera neilgherriensis
1897,0.911350536,0.936317804,0.961285071,0.758863051,1,Zoothera neilgherriensis
1898,0.906120539,0.931928814,0.957737089,0.744065221,1,Zoothera neilgherriensis
1899,0.900981536,0.927560398,0.954139259,0.729555949,1,Zoothera neilgherriensis
1900,0.895884592,0.923212458,0.950540325,0.715329608,1,Zoothera neilgherriensis
1901,0.995769591,0.997696374,0.999623157,0.98576648,1,Zoothera neilgherriensis
1902,0.985830297,0.993019672,1.000209047,0.966544034,1,Zoothera neilgherriensis
1903,0.978308058,0.988364892,0.998421726,0.947696425,1,Zoothera neilgherriensis
1904,0.97158429,0.983731932,0.995879574,0.929216345,1,Zoothera neilgherriensis
1905,0.965241003,0.979120688,0.993000374,0.911096626,1,Zoothera neilgherriensis
1906,0.959015907,0.97453106,0.990046214,0.893330242,1,Zoothera neilgherriensis
1907,0.95294452,0.969962946,0.986981372,0.875910302,1,Zoothera neilgherriensis
1908,0.947210074,0.965416245,0.983622415,0.858830052,1,Zoothera neilgherriensis
1909,0.941490058,0.960890856,0.980291654,0.842082866,1,Zoothera neilgherriensis
1910,0.935803388,0.95638668,0.976969972,0.82566225,1,Zoothera neilgherriensis
1911,0.930380799,0.951903617,0.973426436,0.809561836,1,Zoothera neilgherriensis
1912,0.924896327,0.947441569,0.969986812,0.79377538,1,Zoothera neilgherriensis
1913,0.919561767,0.943000437,0.966439106,0.77829676,1,Zoothera neilgherriensis
1914,0.914363923,0.938580122,0.962796322,0.763119973,1,Zoothera neilgherriensis
1915,0.909175007,0.934180528,0.959186049,0.748239134,1,Zoothera neilgherriensis
1916,0.904071658,0.929801557,0.955531456,0.733648471,1,Zoothera neilgherriensis
1917,0.898972503,0.925443112,0.951913721,0.719342325,1,Zoothera neilgherriensis
1918,0.99588036,0.997763293,0.999646227,0.985967116,1,Zoothera neilgherriensis
1919,0.985859232,0.993086278,1.000313323,0.966740758,1,Zoothera neilgherriensis
1920,0.978356974,0.988431186,0.998505398,0.947889313,1,Zoothera neilgherriensis
1921,0.971491069,0.983797915,0.996104761,0.929405471,1,Zoothera neilgherriensis
1922,0.965039997,0.979186362,0.993332727,0.911282064,1,Zoothera neilgherriensis
1923,0.958941246,0.974596426,0.990251606,0.893512064,1,Zoothera neilgherriensis
1924,0.953025151,0.970028005,0.98703086,0.876088579,1,Zoothera neilgherriensis
1925,0.94728762,0.965480999,0.983674378,0.859004852,1,Zoothera neilgherriensis
1926,0.941531949,0.960955307,0.980378664,0.842254257,1,Zoothera neilgherriensis
1927,0.935832407,0.956450829,0.97706925,0.825830299,1,Zoothera neilgherriensis
1928,0.930377238,0.951967466,0.973557693,0.809726608,1,Zoothera neilgherriensis
1929,0.924970779,0.947505118,0.970039457,0.793936939,1,Zoothera neilgherriensis
1930,0.919597505,0.943063688,0.96652987,0.778455169,1,Zoothera neilgherriensis
1931,0.914214018,0.938643077,0.963072135,0.763275293,1,Zoothera neilgherriensis
1932,0.909021356,0.934243187,0.959465019,0.748391425,1,Zoothera neilgherriensis
1933,0.903957676,0.929863922,0.955770169,0.733797792,1,Zoothera neilgherriensis
1934,0.89887729,0.925505185,0.952133081,0.719488735,1,Zoothera neilgherriensis
1935,0.893863617,0.92116688,0.948470142,0.705458705,1,Zoothera neilgherriensis
1936,0.888897126,0.91684891,0.944800694,0.69170226,1,Zoothera neilgherriensis
1937,0.88385568,0.912551181,0.941246682,0.678214066,1,Zoothera neilgherriensis
1938,0.87895624,0.908273597,0.937590954,0.664988892,1,Zoothera neilgherriensis
1939,0.874028144,0.904016065,0.934003985,0.652021608,1,Zoothera neilgherriensis
1940,0.869188498,0.899778489,0.930368481,0.639307187,1,Zoothera neilgherriensis
1941,0.864411829,0.895560778,0.926709727,0.626840697,1,Zoothera neilgherriensis
1942,0.859609665,0.891362836,0.923116008,0.614617303,1,Zoothera neilgherriensis
1943,0.85494055,0.887184573,0.919428597,0.602632266,1,Zoothera neilgherriensis
1944,0.850283393,0.883025895,0.915768398,0.590880937,1,Zoothera neilgherriensis
1945,0.845668715,0.878886712,0.912104708,0.579358758,1,Zoothera neilgherriensis
1946,0.841120111,0.87476693,0.908413749,0.568061263,1,Zoothera neilgherriensis
1947,0.993198698,0.996243008,0.999287317,0.978403063,1,Zoothera neilgherriensis
1948,0.984012904,0.991573119,0.999133334,0.959324203,1,Zoothera neilgherriensis
1949,0.976597365,0.98692512,0.997252875,0.940617381,1,Zoothera neilgherriensis
1950,0.969945016,0.982298908,0.994652801,0.922275342,1,Zoothera neilgherriensis
1951,0.963650003,0.977694382,0.991738761,0.904290973,1,Zoothera neilgherriensis
1952,0.957425441,0.97311144,0.988797438,0.886657299,1,Zoothera neilgherriensis
1953,0.951393892,0.96854998,0.985706067,0.869367482,1,Zoothera neilgherriensis
1954,0.945656181,0.964009902,0.982363623,0.852414816,1,Zoothera neilgherriensis
1955,0.9399436,0.959491105,0.979038611,0.835792727,1,Zoothera neilgherriensis
1956,0.93438741,0.954993491,0.975599571,0.819494769,1,Zoothera neilgherriensis
1957,0.928953939,0.950516959,0.972079979,0.803514621,1,Zoothera neilgherriensis
1958,0.923590194,0.946061411,0.968532627,0.787846086,1,Zoothera neilgherriensis
1959,0.918357272,0.941626748,0.964896223,0.772483087,1,Zoothera neilgherriensis
1960,0.913087844,0.937212872,0.9613379,0.757419667,1,Zoothera neilgherriensis
1961,0.907753553,0.932819687,0.957885821,0.742649984,1,Zoothera neilgherriensis
1962,0.902646683,0.928447095,0.954247507,0.728168309,1,Zoothera neilgherriensis
1963,0.897520451,0.924094999,0.950669547,0.713969027,1,Zoothera neilgherriensis
1964,0.89246793,0.919763304,0.947058678,0.700046631,1,Zoothera neilgherriensis
1965,0.887510648,0.915451913,0.943393178,0.686395721,1,Zoothera neilgherriensis
1966,0.882637287,0.911160732,0.939684178,0.673011005,1,Zoothera neilgherriensis
1967,0.877770192,0.906889666,0.93600914,0.65988729,1,Zoothera neilgherriensis
1968,0.872876771,0.902638621,0.932400472,0.647019488,1,Zoothera neilgherriensis
1969,0.868077153,0.898407503,0.928737852,0.634402608,1,Zoothera neilgherriensis
1970,0.863187616,0.894196217,0.925204819,0.622031757,1,Zoothera neilgherriensis
1971,0.858366244,0.890004673,0.921643101,0.609902138,1,Zoothera neilgherriensis
1972,0.853672332,0.885832776,0.91799322,0.598009046,1,Zoothera neilgherriensis
