"catalogNumber","institutionCode","scientific_name","individualCount","year","month","day","locality","historical_site_code","decimalLatitude","decimalLongitude","collectedBy","coordinateUncertaintyInMeters","notes","common_name","species_code","order"
"86.4.1.453","NHM Tring","Pericrocotus flammeus","",1874,12,1,"Kotagiri","LWSL",NA,NA,"M Cockburn","","Hume coll.","Orange Minivet","ORMI","Passeriformes"
"86.4.1.454","NHM Tring","Pericrocotus flammeus","",1874,12,12,"Kotagiri","LWSL",NA,NA,"M Cockburn","","Hume coll.","Orange Minivet","ORMI","Passeriformes"
"86.4.1.450","NHM Tring","Pericrocotus flammeus","",1874,8,18,"Kotagiri","LWSL",NA,NA,"M Cockburn","","Hume coll.","Orange Minivet","ORMI","Passeriformes"
"86.4.1.452","NHM Tring","Pericrocotus flammeus","",1874,8,26,"Kotagiri","LWSL",NA,NA,"M Cockburn","","Hume coll.","Orange Minivet","ORMI","Passeriformes"
"86.4.1.449","NHM Tring","Pericrocotus flammeus","",1881,3,12,"Kotagiri","LWSL",NA,NA,"W Davison","","Hume coll.","Orange Minivet","ORMI","Passeriformes"
"86.4.1.448","NHM Tring","Pericrocotus flammeus","",1881,3,12,"Kotagiri","LWSL",NA,NA,"W Davison","","Hume coll.","Orange Minivet","ORMI","Passeriformes"
"","NHM Tring","Pericrocotus flammeus","",1877,6,8,"Kotagiri","LWSL",NA,NA,"W Davison","","","Orange Minivet","ORMI","Passeriformes"
"86.4.1.460","NHM Tring","Pericrocotus flammeus","",1872,NA,NA,"Naduvattum","NDVT",NA,NA,"","","Hume coll.","Orange Minivet","ORMI","Passeriformes"
"86.4.1.459","NHM Tring","Pericrocotus flammeus","",1867,5,2,"Ootacamund","OTCM",NA,NA,"W Davison","","Hume coll.","Orange Minivet","ORMI","Passeriformes"
"86.4.1.458","NHM Tring","Pericrocotus flammeus","",1876,3,22,"Ootacamund","OTCM",NA,NA,"W Davison","","Hume coll.","Orange Minivet","ORMI","Passeriformes"
"86.7.8.813","NHM Tring","Phylloscopus affinis","",1873,2,19,"Coonoor","CNRG",NA,NA,"F Day","","Hume coll.","Tickell's Leaf Warbler","TLWA","Passeriformes"
"86.7.8.812","NHM Tring","Phylloscopus affinis","",1881,1,29,"Coonoor","CNRG",NA,NA,"W Davison","","Hume coll.","Tickell's Leaf Warbler","TLWA","Passeriformes"
"82.6.8.10","NHM Tring","Phylloscopus affinis","",1882,3,5,"Coonoor","CNRG",NA,NA,"W Davison","","","Tickell's Leaf Warbler","TLWA","Passeriformes"
"86.7.8.822","NHM Tring","Phylloscopus affinis","",1881,3,24,"Naduvattum","NDVT",NA,NA,"W Davison","","Hume coll.","Tickell's Leaf Warbler","TLWA","Passeriformes"
"85.7.24.103","NHM Tring","Phylloscopus affinis","",1883,3,12,"Ootacamund","OTCM",NA,NA,"R B Sharpe","","","Tickell's Leaf Warbler","TLWA","Passeriformes"
"86.7.8.821","NHM Tring","Phylloscopus affinis","",1881,1,22,"Ootacamund","OTCM",NA,NA,"W Davison","","Hume coll.","Tickell's Leaf Warbler","TLWA","Passeriformes"
"86.7.8.816","NHM Tring","Phylloscopus affinis","",1881,1,20,"Ootacamund","OTCM",NA,NA,"W Davison","","Hume coll.","Tickell's Leaf Warbler","TLWA","Passeriformes"
"86.7.8.823","NHM Tring","Phylloscopus affinis","",1881,3,15,"Ootacamund","OTCM",NA,NA,"W Davison","","Hume coll.","Tickell's Leaf Warbler","TLWA","Passeriformes"
"86.7.8.824","NHM Tring","Phylloscopus affinis","",1876,4,4,"Ootacamund","OTCM",NA,NA,"W Davison","","Hume coll.","Tickell's Leaf Warbler","TLWA","Passeriformes"
"86.7.8.814","NHM Tring","Phylloscopus affinis","",1881,1,20,"Ootacamund","OTCM",NA,NA,"W Davison","","Hume coll.","Tickell's Leaf Warbler","TLWA","Passeriformes"
"86.7.8.818","NHM Tring","Phylloscopus affinis","",1881,2,7,"Ootacamund","OTCM",NA,NA,"W Davison","","Hume coll.","Tickell's Leaf Warbler","TLWA","Passeriformes"
"86.7.8.820","NHM Tring","Phylloscopus affinis","",1881,2,11,"Ootacamund","OTCM",NA,NA,"W Davison","","Hume coll.","Tickell's Leaf Warbler","TLWA","Passeriformes"
"86.7.8.819","NHM Tring","Phylloscopus affinis","",1881,2,7,"Ootacamund","OTCM",NA,NA,"W Davison","","Hume coll.","Tickell's Leaf Warbler","TLWA","Passeriformes"
"86.7.8.815","NHM Tring","Phylloscopus affinis","",1881,1,8,"Ootacamund","OTCM",NA,NA,"W Davison","","Hume coll.","Tickell's Leaf Warbler","TLWA","Passeriformes"
"86.7.8.817","NHM Tring","Phylloscopus affinis","",1881,2,4,"Ootacamund","OTCM",NA,NA,"W Davison","","Hume coll.","Tickell's Leaf Warbler","TLWA","Passeriformes"
"34045","MCZ","Pomatorhinus horsfieldii","",1881,3,4,"Ootacamund","OTCM",NA,NA,"W Davison","","","Indian Scimitar-Babbler","ISBA","Passeriformes"
"86.10.1.3479","NHM Tring","Pomatorhinus horsfieldii","",1873,2,15,"Coonoor","CNRG",NA,NA,"F Day","","","Indian Scimitar-Babbler","ISBA","Passeriformes"
"86.10.1.3480","NHM Tring","Pomatorhinus horsfieldii","",1869,3,15,"Coonoor","CNRG",NA,NA,"H R P Carter","","","Indian Scimitar-Babbler","ISBA","Passeriformes"
"88.4.20.707","NHM Tring","Pomatorhinus horsfieldii","",1876,9,18,"Coonoor","CNRG",NA,NA,"R G Wardlaw-Ramsay","","","Indian Scimitar-Babbler","ISBA","Passeriformes"
"88.4.20.708","NHM Tring","Pomatorhinus horsfieldii","",1876,8,18,"Coonoor","CNRG",NA,NA,"R G Wardlaw-Ramsay","","","Indian Scimitar-Babbler","ISBA","Passeriformes"
"86.10.1.3475","NHM Tring","Pomatorhinus horsfieldii","",1881,1,27,"Coonoor","CNRG",NA,NA,"W Davison","","","Indian Scimitar-Babbler","ISBA","Passeriformes"
"86.10.1.3476","NHM Tring","Pomatorhinus horsfieldii","",1881,1,27,"Coonoor","CNRG",NA,NA,"W Davison","","","Indian Scimitar-Babbler","ISBA","Passeriformes"
"86.10.1.3477","NHM Tring","Pomatorhinus horsfieldii","",1881,1,27,"Coonoor","CNRG",NA,NA,"W Davison","","","Indian Scimitar-Babbler","ISBA","Passeriformes"
"86.10.1.3478","NHM Tring","Pomatorhinus horsfieldii","",1881,1,28,"Coonoor","CNRG",NA,NA,"W Davison","","","Indian Scimitar-Babbler","ISBA","Passeriformes"
"86.10.1.3472","NHM Tring","Pomatorhinus horsfieldii","",1881,3,27,"Gudalur","GDLR",NA,NA,"W Davison","","","Indian Scimitar-Babbler","ISBA","Passeriformes"
"86.10.1.3473","NHM Tring","Pomatorhinus horsfieldii","",1881,3,27,"Gudalur","GDLR",NA,NA,"W Davison","","","Indian Scimitar-Babbler","ISBA","Passeriformes"
"86.10.1.3482","NHM Tring","Pomatorhinus horsfieldii","",1877,6,13,"Kotagiri","LWSL",NA,NA,"","","","Indian Scimitar-Babbler","ISBA","Passeriformes"
"86.10.1.3481","NHM Tring","Pomatorhinus horsfieldii","",1881,3,26,"Naduvattum","NDVT",NA,NA,"W Davison","","","Indian Scimitar-Babbler","ISBA","Passeriformes"
"86.10.1.3483","NHM Tring","Pomatorhinus horsfieldii","",1876,4,22,"Naduvattum","NDVT",NA,NA,"W Davison","","","Indian Scimitar-Babbler","ISBA","Passeriformes"
"86.10.1.3496","NHM Tring","Pomatorhinus horsfieldii","",1867,4,9,"Ootacamund","OTCM",NA,NA,"","","","Indian Scimitar-Babbler","ISBA","Passeriformes"
"86.10.1.3497","NHM Tring","Pomatorhinus horsfieldii","",1867,4,17,"Ootacamund","OTCM",NA,NA,"","","","Indian Scimitar-Babbler","ISBA","Passeriformes"
"86.10.1.3501","NHM Tring","Pomatorhinus horsfieldii","",1867,5,30,"Ootacamund","OTCM",NA,NA,"","","","Indian Scimitar-Babbler","ISBA","Passeriformes"
"88.4.20.709","NHM Tring","Pomatorhinus horsfieldii","",1876,8,6,"Ootacamund","OTCM",NA,NA,"R G Wardlaw-Ramsay","","","Indian Scimitar-Babbler","ISBA","Passeriformes"
"86.10.1.3194","NHM Tring","Pomatorhinus horsfieldii","",1881,3,14,"Ootacamund","OTCM",NA,NA,"W Davison","","","Indian Scimitar-Babbler","ISBA","Passeriformes"
"86.10.1.3484","NHM Tring","Pomatorhinus horsfieldii","",1881,1,22,"Ootacamund","OTCM",NA,NA,"W Davison","","","Indian Scimitar-Babbler","ISBA","Passeriformes"
"86.10.1.3485","NHM Tring","Pomatorhinus horsfieldii","",1881,1,22,"Ootacamund","OTCM",NA,NA,"W Davison","","","Indian Scimitar-Babbler","ISBA","Passeriformes"
"86.10.1.3486","NHM Tring","Pomatorhinus horsfieldii","",1881,1,20,"Ootacamund","OTCM",NA,NA,"W Davison","","","Indian Scimitar-Babbler","ISBA","Passeriformes"
"86.10.1.3488","NHM Tring","Pomatorhinus horsfieldii","",1881,2,10,"Ootacamund","OTCM",NA,NA,"W Davison","","","Indian Scimitar-Babbler","ISBA","Passeriformes"
"86.10.1.3489","NHM Tring","Pomatorhinus horsfieldii","",1881,3,10,"Ootacamund","OTCM",NA,NA,"W Davison","","","Indian Scimitar-Babbler","ISBA","Passeriformes"
"86.10.1.3490","NHM Tring","Pomatorhinus horsfieldii","",1881,3,15,"Ootacamund","OTCM",NA,NA,"W Davison","","","Indian Scimitar-Babbler","ISBA","Passeriformes"
"86.10.1.3491","NHM Tring","Pomatorhinus horsfieldii","",1881,3,15,"Ootacamund","OTCM",NA,NA,"W Davison","","","Indian Scimitar-Babbler","ISBA","Passeriformes"
"86.10.1.3492","NHM Tring","Pomatorhinus horsfieldii","",1881,3,15,"Ootacamund","OTCM",NA,NA,"W Davison","","","Indian Scimitar-Babbler","ISBA","Passeriformes"
"86.10.1.3493","NHM Tring","Pomatorhinus horsfieldii","",1881,3,10,"Ootacamund","OTCM",NA,NA,"W Davison","","","Indian Scimitar-Babbler","ISBA","Passeriformes"
"86.10.1.3498","NHM Tring","Pomatorhinus horsfieldii","",1876,4,3,"Ootacamund","OTCM",NA,NA,"W Davison","","","Indian Scimitar-Babbler","ISBA","Passeriformes"
"86.10.1.3500","NHM Tring","Pomatorhinus horsfieldii","",1876,4,27,"Ootacamund","OTCM",NA,NA,"W Davison","","","Indian Scimitar-Babbler","ISBA","Passeriformes"
"27/Tim/30/c/3","UMZC","Pomatorhinus horsfieldii","",1873,2,18,"Coonoor","CNRG",NA,NA,"","","","Indian Scimitar-Babbler","ISBA","Passeriformes"
"27/Tim/30/c/4","UMZC","Pomatorhinus horsfieldii","",1873,2,14,"Coonoor","CNRG",NA,NA,"","","","Indian Scimitar-Babbler","ISBA","Passeriformes"
"27/Tim/30/c/5","UMZC","Pomatorhinus horsfieldii","",1873,2,21,"Coonoor","CNRG",NA,NA,"","","","Indian Scimitar-Babbler","ISBA","Passeriformes"
"109757","USNM","Pomatorhinus horsfieldii","",1883,4,19,"Ootacamund","OTCM",NA,NA,"W Davison","","","Indian Scimitar-Babbler","ISBA","Passeriformes"
"YPM ORN 042990","YPM","Pomatorhinus horsfieldii","",1895,11,16,"Ootacamund","OTCM",NA,NA,"H R Baker","","","Indian Scimitar-Babbler","ISBA","Passeriformes"
"2260","ZSI","Pomatorhinus horsfieldii","",1867,7,6,"Ootacamund","OTCM",NA,NA,"W T Blanford","","","Indian Scimitar-Babbler","ISBA","Passeriformes"
"82.1.20.102","NHM Tring","Prinia socialis","",1873,3,1,"Coonoor","CNRG",NA,NA,"F Day","","","Ashy Prinia","ASPR","Passeriformes"
"88.4.20.322","NHM Tring","Prinia socialis","",1876,8,28,"Coonoor","CNRG",NA,NA,"R G Wardlaw-Ramsay","","Tweedale coll.","Ashy Prinia","ASPR","Passeriformes"
"86.10.1.1677","NHM Tring","Prinia socialis","",1881,1,14,"Coonoor","CNRG",NA,NA,"W Davison","","Hume coll.","Ashy Prinia","ASPR","Passeriformes"
"","NHM Tring","Prinia socialis","",1881,1,13,"Coonoor","CNRG",NA,NA,"","","","Ashy Prinia","ASPR","Passeriformes"
"","NHM Tring","Prinia socialis","",1900,5,3,"Kotagiri","LWSL",NA,NA,"","","","Ashy Prinia","ASPR","Passeriformes"
"86.10.1.1680","NHM Tring","Prinia socialis","",1868,NA,NA,"Kullar","KULR",NA,NA,"","","Hume coll. ","Ashy Prinia","ASPR","Passeriformes"
"86.10.1.1679","NHM Tring","Prinia socialis","",1881,3,15,"Ootacamund","OTCM",NA,NA,"W Davison","","Hume coll.","Ashy Prinia","ASPR","Passeriformes"
"","NHM Tring","Psilopogon viridis","",1873,2,4,"Coonoor","CNRG",NA,NA,"F Day","","Hume coll.","White-cheeked Barbet","WCBA","Piciformes"
"88.11.30.368","NHM Tring","Psilopogon viridis","",1881,1,28,"Coonoor","CNRG",NA,NA,"W Davison","","Hume coll.","White-cheeked Barbet","WCBA","Piciformes"
"","NHM Tring","Psilopogon viridis","",1876,4,10,"Coonoor","CNRG",NA,NA,"W Davison","","Hume coll.","White-cheeked Barbet","WCBA","Piciformes"
"88.11.25.183","NHM Tring","Psilopogon viridis","",1878,4,NA,"Coonoor Ghat","CNRG",NA,NA,"R G Wardlaw-Ramsay","","Tweedale coll.","White-cheeked Barbet","WCBA","Piciformes"
"88.11.30.366","NHM Tring","Psilopogon viridis","",1881,1,25,"Coonoor Ghat","CNRG",NA,NA,"W Davison","","Hume coll.","White-cheeked Barbet","WCBA","Piciformes"
"88.11.30.385","NHM Tring","Psilopogon viridis","",1881,3,27,"Gudalur","GDLR",NA,NA,"W Davison","","Hume coll.","White-cheeked Barbet","WCBA","Piciformes"
"88.11.30.383","NHM Tring","Psilopogon viridis","",1881,3,27,"Gudalur","GDLR",NA,NA,"W Davison","","Hume coll.","White-cheeked Barbet","WCBA","Piciformes"
"","NHM Tring","Psilopogon viridis","",1900,5,25,"Kotagiri","LWSL",NA,NA,"H Whistler","","","White-cheeked Barbet","WCBA","Piciformes"
"88.11.30.370","NHM Tring","Psilopogon viridis","",1874,12,2,"Kotagiri","LWSL",NA,NA,"M Cockburn","","Hume coll.","White-cheeked Barbet","WCBA","Piciformes"
"88.11.30.380","NHM Tring","Psilopogon viridis","",1867,9,15,"Kullar","KULR",NA,NA,"","","Hume coll.","White-cheeked Barbet","WCBA","Piciformes"
"88.11.25.184","NHM Tring","Psilopogon viridis","",1876,8,4,"Ootacamund","OTCM",NA,NA,"R G Wardlaw-Ramsay","","Tweedale coll.","White-cheeked Barbet","WCBA","Piciformes"
"88.11.28.185","NHM Tring","Psilopogon viridis","",1876,8,4,"Ootacamund","OTCM",NA,NA,"R G Wardlaw-Ramsay","","Tweedale coll.","White-cheeked Barbet","WCBA","Piciformes"
"88.11.25.187","NHM Tring","Psilopogon viridis","",1876,6,24,"Ootacamund","OTCM",NA,NA,"R M Adam","","Tweedale coll.","White-cheeked Barbet","WCBA","Piciformes"
"88.11.30.375","NHM Tring","Psilopogon viridis","",1881,3,15,"Ootacamund","OTCM",NA,NA,"W Davison","","Hume coll.","White-cheeked Barbet","WCBA","Piciformes"
"88.11.30.379","NHM Tring","Psilopogon viridis","",1867,3,16,"Ootacamund","OTCM",NA,NA,"W Davison","","Hume coll.","White-cheeked Barbet","WCBA","Piciformes"
"88.11.30.376","NHM Tring","Psilopogon viridis","",1881,3,15,"Ootacamund","OTCM",NA,NA,"W Davison","","Hume coll.","White-cheeked Barbet","WCBA","Piciformes"
"88.11.30.377","NHM Tring","Psilopogon viridis","",1881,3,7,"Ootacamund","OTCM",NA,NA,"W Davison","","Hume coll.","White-cheeked Barbet","WCBA","Piciformes"
"88.11.30.374","NHM Tring","Psilopogon viridis","",1881,2,6,"Ootacamund","OTCM",NA,NA,"W Davison","","Hume coll.","White-cheeked Barbet","WCBA","Piciformes"
"88.11.30.373","NHM Tring","Psilopogon viridis","",1881,2,8,"Ootacamund","OTCM",NA,NA,"W Davison","","Hume coll.","White-cheeked Barbet","WCBA","Piciformes"
"88.11.30.378","NHM Tring","Psilopogon viridis","",1869,3,13,"Ootacamund","OTCM",NA,NA,"","","Hume coll.","White-cheeked Barbet","WCBA","Piciformes"
"89.1.26.508","NHM Tring","Psittacula columboides","",1867,9,13,"Burliar","BVLR",NA,NA,"","","Hume coll.","Malabar Parakeet","MAPA","Psittaciformes"
"89.1.26.510","NHM Tring","Psittacula columboides","",1867,9,3,"Burliar","BVLR",NA,NA,"","","Hume coll.","Malabar Parakeet","MAPA","Psittaciformes"
"89.1.26.509","NHM Tring","Psittacula columboides","",1867,9,26,"Burliar","BVLR",NA,NA,"","","Hume coll.","Malabar Parakeet","MAPA","Psittaciformes"
"89.1.26.505","NHM Tring","Psittacula columboides","",1867,7,15,"Coonoor","CNRG",NA,NA,"","","Hume coll.","Malabar Parakeet","MAPA","Psittaciformes"
"89.1.20.458","NHM Tring","Psittacula columboides","",1878,4,NA,"Coonoor Ghat","CNRG",NA,NA,"R G Wardlaw-Ramsay","","Tweedale coll.","Malabar Parakeet","MAPA","Psittaciformes"
"89.1.26.502","NHM Tring","Psittacula columboides","",1881,1,27,"Coonoor Ghat","CNRG",NA,NA,"W Davison","","Hume coll.","Malabar Parakeet","MAPA","Psittaciformes"
"89.1.26.504","NHM Tring","Psittacula columboides","",1881,1,27,"Coonoor Ghat","CNRG",NA,NA,"W Davison","","Hume coll.","Malabar Parakeet","MAPA","Psittaciformes"
"89.1.26.500","NHM Tring","Psittacula columboides","",1881,1,25,"Coonoor Ghat","CNRG",NA,NA,"W Davison","","Hume coll.","Malabar Parakeet","MAPA","Psittaciformes"
"89.1.26.498","NHM Tring","Psittacula columboides","",1881,2,10,"Ootacamund","OTCM",NA,NA,"W Davison","","Hume coll.","Malabar Parakeet","MAPA","Psittaciformes"
"89.1.26.499","NHM Tring","Psittacula columboides","",1881,2,7,"Ootacamund","OTCM",NA,NA,"W Davison","","Hume coll.","Malabar Parakeet","MAPA","Psittaciformes"
"86.9.1.2522","NHM Tring","Pycnonotus jocosus","",1873,2,12,"Coonoor","CNRG",NA,NA,"F Day","","","Red-whiskered Bulbul","RWBU","Passeriformes"
"86.9.1.2553","NHM Tring","Pycnonotus jocosus","",1872,12,22,"Coonoor","CNRG",NA,NA,"F Day","","","Red-whiskered Bulbul","RWBU","Passeriformes"
"86.9.1.2053","NHM Tring","Pycnonotus jocosus","",1872,12,22,"Coonoor","CNRG",NA,NA,"F Day","","Hume coll.","Red-whiskered Bulbul","RWBU","Passeriformes"
"86.9.1.2522","NHM Tring","Pycnonotus jocosus","",1873,2,12,"Coonoor","CNRG",NA,NA,"F Day","","Hume coll.","Red-whiskered Bulbul","RWBU","Passeriformes"
"86.9.1.2543","NHM Tring","Pycnonotus jocosus","",1877,6,7,"Kotagiri","LWSL",NA,NA,"","","","Red-whiskered Bulbul","RWBU","Passeriformes"
"86.9.1.2543","NHM Tring","Pycnonotus jocosus","",1877,6,7,"Kotagiri","LWSL",NA,NA,"","","Hume coll.","Red-whiskered Bulbul","RWBU","Passeriformes"
"86.9.1.2545","NHM Tring","Pycnonotus jocosus","",1872,NA,NA,"Naduvattum","NDVT",NA,NA,"","","","Red-whiskered Bulbul","RWBU","Passeriformes"
"86.9.1.2545","NHM Tring","Pycnonotus jocosus","",1872,NA,NA,"Naduvattum","NDVT",NA,NA,"","","Hume coll.","Red-whiskered Bulbul","RWBU","Passeriformes"
"86.9.1.2546","NHM Tring","Pycnonotus jocosus","",1881,1,8,"Ootacamund","OTCM",NA,NA,"W Davison","","","Red-whiskered Bulbul","RWBU","Passeriformes"
"86.9.1.2548","NHM Tring","Pycnonotus jocosus","",1881,3,22,"Ootacamund","OTCM",NA,NA,"W Davison","","","Red-whiskered Bulbul","RWBU","Passeriformes"
"86.9.1.2549","NHM Tring","Pycnonotus jocosus","",1881,3,23,"Ootacamund","OTCM",NA,NA,"W Davison","","","Red-whiskered Bulbul","RWBU","Passeriformes"
"86.9.1.2550","NHM Tring","Pycnonotus jocosus","",1876,4,27,"Ootacamund","OTCM",NA,NA,"W Davison","","","Red-whiskered Bulbul","RWBU","Passeriformes"
"86.9.1.2551","NHM Tring","Pycnonotus jocosus","",1876,4,6,"Ootacamund","OTCM",NA,NA,"W Davison","","","Red-whiskered Bulbul","RWBU","Passeriformes"
"86.9.1.2546","NHM Tring","Pycnonotus jocosus","",1881,1,8,"Ootacamund","OTCM",NA,NA,"W Davison","","Hume coll.","Red-whiskered Bulbul","RWBU","Passeriformes"
"86.9.1.2549","NHM Tring","Pycnonotus jocosus","",1881,3,23,"Ootacamund","OTCM",NA,NA,"W Davison","","Hume coll.","Red-whiskered Bulbul","RWBU","Passeriformes"
"86.9.1.2550","NHM Tring","Pycnonotus jocosus","",1876,4,27,"Ootacamund","OTCM",NA,NA,"W Davison","","Hume coll.","Red-whiskered Bulbul","RWBU","Passeriformes"
"86.9.1.2548","NHM Tring","Pycnonotus jocosus","",1881,3,22,"Ootacamund","OTCM",NA,NA,"W Davison","","Hume coll.","Red-whiskered Bulbul","RWBU","Passeriformes"
"27/Pyc/11/t/11","UMZC","Pycnonotus jocosus","",1873,2,13,"Coonoor","CNRG",NA,NA,"","","","Red-whiskered Bulbul","RWBU","Passeriformes"
"27/Pyc/11/t/14","UMZC","Pycnonotus jocosus","",1873,3,16,"Coonoor","CNRG",NA,NA,"","","","Red-whiskered Bulbul","RWBU","Passeriformes"
"27/Pyc/11/t/4","UMZC","Pycnonotus jocosus","",1873,2,20,"Coonoor","CNRG",NA,NA,"","","","Red-whiskered Bulbul","RWBU","Passeriformes"
"117032","WFVZ","Pycnonotus jocosus","",1897,6,13,"Ootacamund","OTCM",NA,NA,"","","","Red-whiskered Bulbul","RWBU","Passeriformes"
"3521","ZSI","Pycnonotus jocosus","",1866,1,3,"Ootacamund","OTCM",NA,NA,"","","","Red-whiskered Bulbul","RWBU","Passeriformes"
"3522","ZSI","Pycnonotus jocosus","",1866,1,3,"Ootacamund","OTCM",NA,NA,"","","","Red-whiskered Bulbul","RWBU","Passeriformes"
"86.4.1.1521","NHM Tring","Saxicola caprata","",1869,3,18,"Coonoor","CNRG",NA,NA,"A G R Theobald","","","Pied Bushchat","PIBU","Passeriformes"
"86.4.1.1520","NHM Tring","Saxicola caprata","",1876,3,1,"Coonoor","CNRG",NA,NA,"F Day","","","Pied Bushchat","PIBU","Passeriformes"
"86.4.1.1522","NHM Tring","Saxicola caprata","",1869,3,19,"Coonoor","CNRG",NA,NA,"H R P Carter","","","Pied Bushchat","PIBU","Passeriformes"
"87.12.30.684","NHM Tring","Saxicola caprata","",1876,8,17,"Coonoor","CNRG",NA,NA,"R G Wardlaw-Ramsay","","","Pied Bushchat","PIBU","Passeriformes"
"87.12.30.685","NHM Tring","Saxicola caprata","",1876,10,24,"Coonoor","CNRG",NA,NA,"R G Wardlaw-Ramsay","","","Pied Bushchat","PIBU","Passeriformes"
"82.6.8.11","NHM Tring","Saxicola caprata","",1881,10,20,"Coonoor","CNRG",NA,NA,"W Davison","","","Pied Bushchat","PIBU","Passeriformes"
"86.4.1.4382","NHM Tring","Saxicola caprata","",1869,3,11,"Coonoor","CNRG",NA,NA,"W Davison","","","Pied Bushchat","PIBU","Passeriformes"
"1949. Whi. I. 3239","NHM Tring","Saxicola caprata","",1900,4,27,"Kotagiri","LWSL",NA,NA,"H Whistler","","","Pied Bushchat","PIBU","Passeriformes"
"87.12.30.681","NHM Tring","Saxicola caprata","",1876,9,2,"Ootacamund","OTCM",NA,NA,"R G Wardlaw-Ramsay","","","Pied Bushchat","PIBU","Passeriformes"
"84.12.17.17","NHM Tring","Saxicola caprata","",1883,4,19,"Ootacamund","OTCM",NA,NA,"W Davison","","","Pied Bushchat","PIBU","Passeriformes"
"86.4.1.1508","NHM Tring","Saxicola caprata","",1881,1,10,"Ootacamund","OTCM",NA,NA,"W Davison","","","Pied Bushchat","PIBU","Passeriformes"
"86.4.1.1511","NHM Tring","Saxicola caprata","",1881,1,17,"Ootacamund","OTCM",NA,NA,"W Davison","","","Pied Bushchat","PIBU","Passeriformes"
"86.4.1.1513","NHM Tring","Saxicola caprata","",1881,1,22,"Ootacamund","OTCM",NA,NA,"W Davison","","","Pied Bushchat","PIBU","Passeriformes"
"86.4.1.1514","NHM Tring","Saxicola caprata","",1880,1,23,"Ootacamund","OTCM",NA,NA,"W Davison","","","Pied Bushchat","PIBU","Passeriformes"
"86.4.1.1515","NHM Tring","Saxicola caprata","",1876,4,1,"Ootacamund","OTCM",NA,NA,"W Davison","","","Pied Bushchat","PIBU","Passeriformes"
"86.4.1.1516","NHM Tring","Saxicola caprata","",1876,4,3,"Ootacamund","OTCM",NA,NA,"W Davison","","","Pied Bushchat","PIBU","Passeriformes"
"86.4.1.1517","NHM Tring","Saxicola caprata","",1876,4,3,"Ootacamund","OTCM",NA,NA,"W Davison","","","Pied Bushchat","PIBU","Passeriformes"
"86.4.1.1518","NHM Tring","Saxicola caprata","",1876,4,3,"Ootacamund","OTCM",NA,NA,"W Davison","","","Pied Bushchat","PIBU","Passeriformes"
"86.4.1.1519","NHM Tring","Saxicola caprata","",1876,4,5,"Ootacamund","OTCM",NA,NA,"W Davison","","","Pied Bushchat","PIBU","Passeriformes"
"86.4.1.4381","NHM Tring","Saxicola caprata","",1881,2,18,"Ootacamund","OTCM",NA,NA,"W Davison","","","Pied Bushchat","PIBU","Passeriformes"
"","NHM Tring","Saxicola caprata","",1876,11,5,"Ootacamund","OTCM",NA,NA,"W Davison","","","Pied Bushchat","PIBU","Passeriformes"
"27/Tur/62/a/11","UMZC","Saxicola caprata","",1873,3,24,"Coonoor","CNRG",NA,NA,"","","","Pied Bushchat","PIBU","Passeriformes"
"27/Tur/62/a/12","UMZC","Saxicola caprata","",1873,4,27,"Coonoor","CNRG",NA,NA,"","","","Pied Bushchat","PIBU","Passeriformes"
"2660","ZSI","Saxicola caprata","",1870,3,13,"Ootacamund","OTCM",NA,NA,"W T Blanford","","","Pied Bushchat","PIBU","Passeriformes"
"2667","ZSI","Saxicola caprata","",1867,12,28,"Ootacamund","OTCM",NA,NA,"W T Blanford","","","Pied Bushchat","PIBU","Passeriformes"
"33973","MCZ","Sholicola major","",1869,3,20,"Coonoor","CNRG",11.347133,76.798495,"","3036","","Nilgiri Sholakili","NISH","Passeriformes"
"86.10.1.125","NHM Tring","Sholicola major","",1869,4,7,"Coonoor","CNRG",NA,NA,"","","","Nilgiri Sholakili","NISH","Passeriformes"
" 86.10.1.122","NHM Tring","Sholicola major","",1869,3,24,"Coonoor","CNRG",NA,NA,"W Davison","","","Nilgiri Sholakili","NISH","Passeriformes"
"","NHM Tring","Sholicola major","",1882,2,3,"Coonoor","CNRG",NA,NA,"W Davison","","","Nilgiri Sholakili","NISH","Passeriformes"
"82.6.8.31","NHM Tring","Sholicola major","",1881,3,2,"Coonoor","CNRG",NA,NA,"W Davison","","","Nilgiri Sholakili","NISH","Passeriformes"
" 86.10.1.130","NHM Tring","Sholicola major","",1871,NA,NA,"Naduvattum","NDVT",NA,NA,"","","","Nilgiri Sholakili","NISH","Passeriformes"
" 86.10.1.131","NHM Tring","Sholicola major","",1881,3,26,"Naduvattum","NDVT",NA,NA,"W Davison","","","Nilgiri Sholakili","NISH","Passeriformes"
" 86.10.1.132","NHM Tring","Sholicola major","",1881,3,26,"Naduvattum","NDVT",NA,NA,"W Davison","","","Nilgiri Sholakili","NISH","Passeriformes"
"","NHM Tring","Sholicola major","",1894,6,4,"Ootacamund","OTCM",NA,NA,"J Davidson","","","Nilgiri Sholakili","NISH","Passeriformes"
" 86.10.1.1216","NHM Tring","Sholicola major","",1881,1,14,"Ootacamund","OTCM",NA,NA,"W Davison","","","Nilgiri Sholakili","NISH","Passeriformes"
