"","nbsp","sing.sp","FRic","qual.FRic","FEve","FDiv","FDis","RaoQ"
"1850",44,44,0.984586264627817,1,0.504309122700223,0.716124299622528,2.43476725960466,7.86711035121136
"2021",42,42,0.806556861372576,1,0.370400720547629,0.6830586109781,2.25260733125488,7.45500227335534
